run_id	index	total	runs	algorithm	folder	returncode	elapsed_s
20260508-200217	15	45	10	heatshrinkraw	image_sources/generated/960x640	0	5.255
20260508-200217	1	45	10	heatshrinkraw	image_sources/generated/1024x576	0	5.884
20260508-200217	27	45	10	heatshrinkraw	image_sources/photos/600x448	0	1.578
20260508-200217	32	45	10	heatshrinkraw	image_sources/stress/122x250	0	0.403
20260508-200217	28	45	10	heatshrinkraw	image_sources/photos/648x480	0	1.817
20260508-200217	33	45	10	heatshrinkraw	image_sources/stress/128x296	0	0.391
20260508-200217	35	45	10	heatshrinkraw	image_sources/stress/152x296	0	0.435
20260508-200217	29	45	10	heatshrinkraw	image_sources/photos/800x480	0	2.179
20260508-200217	38	45	10	heatshrinkraw	image_sources/stress/200x200	0	0.435
20260508-200217	31	45	10	heatshrinkraw	image_sources/stress/1024x576	0	2.766
20260508-200217	30	45	10	heatshrinkraw	image_sources/photos/960x640	0	3.347
20260508-200217	40	45	10	heatshrinkraw	image_sources/stress/296x128	0	0.459
20260508-200217	34	45	10	heatshrinkraw	image_sources/stress/1360x480	0	3.001
20260508-200217	41	45	10	heatshrinkraw	image_sources/stress/400x300	0	0.822
20260508-200217	42	45	10	heatshrinkraw	image_sources/stress/600x448	0	1.492
20260508-200217	43	45	10	heatshrinkraw	image_sources/stress/648x480	0	1.595
20260508-200217	44	45	10	heatshrinkraw	image_sources/stress/800x480	0	1.852
20260508-200217	21	45	10	heatshrinkraw	image_sources/photos/1600x1200	0	9.660
20260508-200217	45	45	10	heatshrinkraw	image_sources/stress/960x640	0	2.489
20260508-200217	6	45	10	heatshrinkraw	image_sources/generated/1600x1200	0	13.176
20260508-200217	36	45	10	heatshrinkraw	image_sources/stress/1600x1200	0	7.579
20260508-200217	22	45	10	heatshrinkraw	image_sources/photos/1872x1404	0	12.311
20260508-200217	7	45	10	heatshrinkraw	image_sources/generated/1872x1404	0	16.465
20260508-200217	37	45	10	heatshrinkraw	image_sources/stress/1872x1404	0	9.997
20260508-200217	24	45	10	heatshrinkraw	image_sources/photos/2560x1440	0	15.552
20260508-200217	39	45	10	heatshrinkraw	image_sources/stress/2560x1440	0	12.751
20260508-200217	9	45	10	heatshrinkraw	image_sources/generated/2560x1440	0	25.627
