
===== [20260508-142929 8/225] g5 image_sources/generated/122x250 =====
algorithm variant file resolution input_bytes compressed_bytes ratio avg_ms
zlib l6-ws9 price-tag-grocery-shelf.gray16.1024x576.bs-od 1024x576 294912 77392 26.24% 17.580
zlib l9-ws9 price-tag-grocery-shelf.gray16.1024x576.bs-od 1024x576 294912 77350 26.23% 16.368
zlib l1-ws10 price-tag-grocery-shelf.gray16.1024x576.bs-od 1024x576 294912 86408 29.30% 8.218
zlib l6-ws10 price-tag-grocery-shelf.gray16.1024x576.bs-od 1024x576 294912 73629 24.97% 14.649
zlib l9-ws10 price-tag-grocery-shelf.gray16.1024x576.bs-od 1024x576 294912 73517 24.93% 14.048
zlib l9-ws12 price-tag-grocery-shelf.gray16.1024x576.bs-od 1024x576 294912 69475 23.56% 28.440
zlib l9-ws15 price-tag-grocery-shelf.gray16.1024x576.bs-od 1024x576 294912 67941 23.04% 164.946
zlib current price-tag-grocery-shelf.gray4.1024x576.bs-od 1024x576 147456 31102 21.09% 5.497
zlib l1-ws9 price-tag-grocery-shelf.gray4.1024x576.bs-od 1024x576 147456 38809 26.32% 6.601
zlib l6-ws9 price-tag-grocery-shelf.gray4.1024x576.bs-od 1024x576 147456 33758 22.89% 9.244
zlib l9-ws9 price-tag-grocery-shelf.gray4.1024x576.bs-od 1024x576 147456 33380 22.64% 9.244
zlib l1-ws10 price-tag-grocery-shelf.gray4.1024x576.bs-od 1024x576 147456 38260 25.95% 3.151
zlib l6-ws10 price-tag-grocery-shelf.gray4.1024x576.bs-od 1024x576 147456 32025 21.72% 6.760
zlib l9-ws10 price-tag-grocery-shelf.gray4.1024x576.bs-od 1024x576 147456 31251 21.19% 11.623
zlib l9-ws12 price-tag-grocery-shelf.gray4.1024x576.bs-od 1024x576 147456 29509 20.01% 24.782
zlib l9-ws15 price-tag-grocery-shelf.gray4.1024x576.bs-od 1024x576 147456 29597 20.07% 60.635
zlib current price-tag-grocery-shelf.mono.1024x576.bs-od 1024x576 73728 17010 23.07% 2.669
zlib l1-ws9 price-tag-grocery-shelf.mono.1024x576.bs-od 1024x576 73728 20364 27.62% 2.882
zlib l6-ws9 price-tag-grocery-shelf.mono.1024x576.bs-od 1024x576 73728 18034 24.46% 3.393
zlib l9-ws9 price-tag-grocery-shelf.mono.1024x576.bs-od 1024x576 73728 17736 24.06% 4.719
zlib l1-ws10 price-tag-grocery-shelf.mono.1024x576.bs-od 1024x576 73728 19935 27.04% 1.360
zlib l6-ws10 price-tag-grocery-shelf.mono.1024x576.bs-od 1024x576 73728 17260 23.41% 3.095
zlib l9-ws10 price-tag-grocery-shelf.mono.1024x576.bs-od 1024x576 73728 16509 22.39% 7.169
zlib l9-ws12 price-tag-grocery-shelf.mono.1024x576.bs-od 1024x576 73728 15949 21.63% 17.831
zlib l9-ws15 price-tag-grocery-shelf.mono.1024x576.bs-od 1024x576 73728 16074 21.80% 26.846
zlib current price-tag-warehouse-markdown.gray16.1024x576.bs-od 1024x576 294912 20554 6.97% 3.090
zlib l1-ws9 price-tag-warehouse-markdown.gray16.1024x576.bs-od 1024x576 294912 29282 9.93% 11.934
zlib l6-ws9 price-tag-warehouse-markdown.gray16.1024x576.bs-od 1024x576 294912 27869 9.45% 11.816
zlib l9-ws9 price-tag-warehouse-markdown.gray16.1024x576.bs-od 1024x576 294912 26852 9.11% 11.163
zlib l1-ws10 price-tag-warehouse-markdown.gray16.1024x576.bs-od 1024x576 294912 27284 9.25% 6.492
zlib l6-ws10 price-tag-warehouse-markdown.gray16.1024x576.bs-od 1024x576 294912 24348 8.26% 7.591
zlib l9-ws10 price-tag-warehouse-markdown.gray16.1024x576.bs-od 1024x576 294912 22444 7.61% 11.187
zlib l9-ws12 price-tag-warehouse-markdown.gray16.1024x576.bs-od 1024x576 294912 18865 6.40% 9.788
zlib l9-ws15 price-tag-warehouse-markdown.gray16.1024x576.bs-od 1024x576 294912 18818 6.38% 19.733
zlib current price-tag-warehouse-markdown.gray4.1024x576.bs-od 1024x576 147456 14298 9.70% 1.555
zlib l1-ws9 price-tag-warehouse-markdown.gray4.1024x576.bs-od 1024x576 147456 20614 13.98% 10.358
zlib l6-ws9 price-tag-warehouse-markdown.gray4.1024x576.bs-od 1024x576 147456 19824 13.44% 9.800
zlib l9-ws9 price-tag-warehouse-markdown.gray4.1024x576.bs-od 1024x576 147456 18271 12.39% 11.360
zlib l1-ws10 price-tag-warehouse-markdown.gray4.1024x576.bs-od 1024x576 147456 17789 12.06% 4.101
zlib l6-ws10 price-tag-warehouse-markdown.gray4.1024x576.bs-od 1024x576 147456 15320 10.39% 4.993
zlib l9-ws10 price-tag-warehouse-markdown.gray4.1024x576.bs-od 1024x576 147456 14475 9.82% 4.954
zlib l9-ws12 price-tag-warehouse-markdown.gray4.1024x576.bs-od 1024x576 147456 13548 9.19% 6.168
zlib l9-ws15 price-tag-warehouse-markdown.gray4.1024x576.bs-od 1024x576 147456 13538 9.18% 8.924
zlib current price-tag-warehouse-markdown.mono.1024x576.bs-od 1024x576 73728 16407 22.25% 1.682
zlib l1-ws9 price-tag-warehouse-markdown.mono.1024x576.bs-od 1024x576 73728 18910 25.65% 2.971
zlib l6-ws9 price-tag-warehouse-markdown.mono.1024x576.bs-od 1024x576 73728 17438 23.65% 2.913
zlib l9-ws9 price-tag-warehouse-markdown.mono.1024x576.bs-od 1024x576 73728 17341 23.52% 3.848
zlib l1-ws10 price-tag-warehouse-markdown.mono.1024x576.bs-od 1024x576 73728 17915 24.30% 2.010
zlib l6-ws10 price-tag-warehouse-markdown.mono.1024x576.bs-od 1024x576 73728 16402 22.25% 2.232
zlib l9-ws10 price-tag-warehouse-markdown.mono.1024x576.bs-od 1024x576 73728 16112 21.85% 3.240
zlib l9-ws12 price-tag-warehouse-markdown.mono.1024x576.bs-od 1024x576 73728 15855 21.50% 5.385
zlib l9-ws15 price-tag-warehouse-markdown.mono.1024x576.bs-od 1024x576 73728 15962 21.65% 8.427
zlib current status-panel-large-numbers.gray16.1024x576.bs-od 1024x576 294912 64437 21.85% 15.341
zlib l1-ws9 status-panel-large-numbers.gray16.1024x576.bs-od 1024x576 294912 77960 26.44% 13.716
zlib l6-ws9 status-panel-large-numbers.gray16.1024x576.bs-od 1024x576 294912 68303 23.16% 17.746
zlib l9-ws9 status-panel-large-numbers.gray16.1024x576.bs-od 1024x576 294912 68263 23.15% 16.049
zlib l1-ws10 status-panel-large-numbers.gray16.1024x576.bs-od 1024x576 294912 78789 26.72% 6.904
zlib l6-ws10 status-panel-large-numbers.gray16.1024x576.bs-od 1024x576 294912 65761 22.30% 14.120
zlib l9-ws10 status-panel-large-numbers.gray16.1024x576.bs-od 1024x576 294912 65751 22.30% 14.748
zlib l9-ws12 status-panel-large-numbers.gray16.1024x576.bs-od 1024x576 294912 62761 21.28% 29.426
zlib l9-ws15 status-panel-large-numbers.gray16.1024x576.bs-od 1024x576 294912 61029 20.69% 182.916
zlib current status-panel-large-numbers.gray4.1024x576.bs-od 1024x576 147456 38186 25.90% 9.268
zlib l1-ws9 status-panel-large-numbers.gray4.1024x576.bs-od 1024x576 147456 43709 29.64% 6.628
zlib l6-ws9 status-panel-large-numbers.gray4.1024x576.bs-od 1024x576 147456 39443 26.75% 9.445
zlib l9-ws9 status-panel-large-numbers.gray4.1024x576.bs-od 1024x576 147456 39332 26.67% 8.662
zlib l1-ws10 status-panel-large-numbers.gray4.1024x576.bs-od 1024x576 147456 44023 29.86% 4.152
zlib l6-ws10 status-panel-large-numbers.gray4.1024x576.bs-od 1024x576 147456 38565 26.15% 7.323
zlib l9-ws10 status-panel-large-numbers.gray4.1024x576.bs-od 1024x576 147456 38110 25.84% 11.072
zlib l9-ws12 status-panel-large-numbers.gray4.1024x576.bs-od 1024x576 147456 36965 25.07% 27.207
zlib l9-ws15 status-panel-large-numbers.gray4.1024x576.bs-od 1024x576 147456 36545 24.78% 94.756
zlib current status-panel-large-numbers.mono.1024x576.bs-od 1024x576 73728 20378 27.64% 4.369
zlib l1-ws9 status-panel-large-numbers.mono.1024x576.bs-od 1024x576 73728 22624 30.69% 3.772
zlib l6-ws9 status-panel-large-numbers.mono.1024x576.bs-od 1024x576 73728 20185 27.38% 5.777
zlib l9-ws9 status-panel-large-numbers.mono.1024x576.bs-od 1024x576 73728 20077 27.23% 7.715
zlib l1-ws10 status-panel-large-numbers.mono.1024x576.bs-od 1024x576 73728 22759 30.87% 2.181
zlib l6-ws10 status-panel-large-numbers.mono.1024x576.bs-od 1024x576 73728 20180 27.37% 4.428
zlib l9-ws10 status-panel-large-numbers.mono.1024x576.bs-od 1024x576 73728 19680 26.69% 8.198
zlib l9-ws12 status-panel-large-numbers.mono.1024x576.bs-od 1024x576 73728 19404 26.32% 23.829
zlib l9-ws15 status-panel-large-numbers.mono.1024x576.bs-od 1024x576 73728 19511 26.46% 47.598
zlib current text-glyph-density-grid.gray16.1024x576.bs-od 1024x576 294912 93257 31.62% 21.319
zlib l1-ws9 text-glyph-density-grid.gray16.1024x576.bs-od 1024x576 294912 103297 35.03% 14.455
zlib l6-ws9 text-glyph-density-grid.gray16.1024x576.bs-od 1024x576 294912 94661 32.10% 18.755
zlib l9-ws9 text-glyph-density-grid.gray16.1024x576.bs-od 1024x576 294912 94608 32.08% 18.146
zlib l1-ws10 text-glyph-density-grid.gray16.1024x576.bs-od 1024x576 294912 104611 35.47% 8.427
zlib l6-ws10 text-glyph-density-grid.gray16.1024x576.bs-od 1024x576 294912 93942 31.85% 15.527
zlib l9-ws10 text-glyph-density-grid.gray16.1024x576.bs-od 1024x576 294912 93880 31.83% 15.382
zlib l9-ws12 text-glyph-density-grid.gray16.1024x576.bs-od 1024x576 294912 91658 31.08% 25.904
zlib l9-ws15 text-glyph-density-grid.gray16.1024x576.bs-od 1024x576 294912 89675 30.41% 141.010
zlib current text-glyph-density-grid.gray4.1024x576.bs-od 1024x576 147456 53064 35.99% 11.429
zlib l1-ws9 text-glyph-density-grid.gray4.1024x576.bs-od 1024x576 147456 56961 38.63% 7.529
zlib l6-ws9 text-glyph-density-grid.gray4.1024x576.bs-od 1024x576 147456 53334 36.17% 9.670
zlib l9-ws9 text-glyph-density-grid.gray4.1024x576.bs-od 1024x576 147456 53261 36.12% 10.613
zlib l1-ws10 text-glyph-density-grid.gray4.1024x576.bs-od 1024x576 147456 57564 39.04% 3.943
zlib l6-ws10 text-glyph-density-grid.gray4.1024x576.bs-od 1024x576 147456 53223 36.09% 7.798
zlib l9-ws10 text-glyph-density-grid.gray4.1024x576.bs-od 1024x576 147456 52959 35.92% 10.968
zlib l9-ws12 text-glyph-density-grid.gray4.1024x576.bs-od 1024x576 147456 52412 35.54% 26.792
zlib l9-ws15 text-glyph-density-grid.gray4.1024x576.bs-od 1024x576 147456 51762 35.10% 88.979
zlib current text-glyph-density-grid.mono.1024x576.bs-od 1024x576 73728 25543 34.64% 5.120
zlib l1-ws9 text-glyph-density-grid.mono.1024x576.bs-od 1024x576 73728 27557 37.38% 2.914
zlib l6-ws9 text-glyph-density-grid.mono.1024x576.bs-od 1024x576 73728 25676 34.83% 5.045
zlib l9-ws9 text-glyph-density-grid.mono.1024x576.bs-od 1024x576 73728 25579 34.69% 4.554
zlib l1-ws10 text-glyph-density-grid.mono.1024x576.bs-od 1024x576 73728 27877 37.81% 2.381
zlib l6-ws10 text-glyph-density-grid.mono.1024x576.bs-od 1024x576 73728 25784 34.97% 4.363
zlib l9-ws10 text-glyph-density-grid.mono.1024x576.bs-od 1024x576 73728 25600 34.72% 6.194
zlib l9-ws12 text-glyph-density-grid.mono.1024x576.bs-od 1024x576 73728 25453 34.52% 16.531
zlib l9-ws15 text-glyph-density-grid.mono.1024x576.bs-od 1024x576 73728 24738 33.55% 41.484
average_ratio=19.02%

===== [20260508-142929 46/225] zlib image_sources/generated/296x128 =====
algorithm variant file resolution input_bytes compressed_bytes ratio avg_ms
zlib current dashboard-mixed-density.gray16.296x128.bs-od 296x128 18944 2612 13.79% 0.326
zlib l1-ws9 dashboard-mixed-density.gray16.296x128.bs-od 296x128 18944 3693 19.49% 0.829
zlib l6-ws9 dashboard-mixed-density.gray16.296x128.bs-od 296x128 18944 3140 16.58% 0.836
zlib l9-ws9 dashboard-mixed-density.gray16.296x128.bs-od 296x128 18944 3082 16.27% 0.746
zlib l1-ws10 dashboard-mixed-density.gray16.296x128.bs-od 296x128 18944 3184 16.81% 0.262
zlib l6-ws10 dashboard-mixed-density.gray16.296x128.bs-od 296x128 18944 2584 13.64% 0.499
zlib l9-ws10 dashboard-mixed-density.gray16.296x128.bs-od 296x128 18944 2439 12.87% 0.915
zlib l9-ws12 dashboard-mixed-density.gray16.296x128.bs-od 296x128 18944 2422 12.79% 1.444
zlib l9-ws15 dashboard-mixed-density.gray16.296x128.bs-od 296x128 18944 2455 12.96% 1.795
zlib current dashboard-mixed-density.gray4.296x128.bs-od 296x128 9472 1861 19.65% 0.199
zlib l1-ws9 dashboard-mixed-density.gray4.296x128.bs-od 296x128 9472 2164 22.85% 0.303
zlib l6-ws9 dashboard-mixed-density.gray4.296x128.bs-od 296x128 9472 1886 19.91% 0.584
zlib l9-ws9 dashboard-mixed-density.gray4.296x128.bs-od 296x128 9472 1847 19.50% 0.667
zlib l1-ws10 dashboard-mixed-density.gray4.296x128.bs-od 296x128 9472 2125 22.43% 0.210
zlib l6-ws10 dashboard-mixed-density.gray4.296x128.bs-od 296x128 9472 1824 19.26% 0.317
zlib l9-ws10 dashboard-mixed-density.gray4.296x128.bs-od 296x128 9472 1765 18.63% 0.751
zlib l9-ws12 dashboard-mixed-density.gray4.296x128.bs-od 296x128 9472 1763 18.61% 1.748
zlib l9-ws15 dashboard-mixed-density.gray4.296x128.bs-od 296x128 9472 1778 18.77% 2.248
zlib current dashboard-mixed-density.mono.296x128.bs-od 296x128 4736 899 18.98% 0.153
zlib l1-ws9 dashboard-mixed-density.mono.296x128.bs-od 296x128 4736 1020 21.54% 0.177
zlib l6-ws9 dashboard-mixed-density.mono.296x128.bs-od 296x128 4736 881 18.60% 0.247
zlib l9-ws9 dashboard-mixed-density.mono.296x128.bs-od 296x128 4736 859 18.14% 0.302
zlib l1-ws10 dashboard-mixed-density.mono.296x128.bs-od 296x128 4736 1028 21.71% 0.107
zlib l6-ws10 dashboard-mixed-density.mono.296x128.bs-od 296x128 4736 887 18.73% 0.166
zlib l9-ws10 dashboard-mixed-density.mono.296x128.bs-od 296x128 4736 850 17.95% 0.398
zlib l9-ws12 dashboard-mixed-density.mono.296x128.bs-od 296x128 4736 851 17.97% 0.827
zlib l9-ws15 dashboard-mixed-density.mono.296x128.bs-od 296x128 4736 851 17.97% 0.815
zlib current floorplan-thin-lines.gray16.296x128.bs-od 296x128 18944 1218 6.43% 0.179
zlib l1-ws9 floorplan-thin-lines.gray16.296x128.bs-od 296x128 18944 1455 7.68% 0.718
zlib l6-ws9 floorplan-thin-lines.gray16.296x128.bs-od 296x128 18944 1254 6.62% 0.896
zlib l9-ws9 floorplan-thin-lines.gray16.296x128.bs-od 296x128 18944 1136 6.00% 1.107
zlib l1-ws10 floorplan-thin-lines.gray16.296x128.bs-od 296x128 18944 1468 7.75% 0.367
zlib l6-ws10 floorplan-thin-lines.gray16.296x128.bs-od 296x128 18944 1217 6.42% 0.616
zlib l9-ws10 floorplan-thin-lines.gray16.296x128.bs-od 296x128 18944 1055 5.57% 1.055
zlib l9-ws12 floorplan-thin-lines.gray16.296x128.bs-od 296x128 18944 1033 5.45% 2.015
zlib l9-ws15 floorplan-thin-lines.gray16.296x128.bs-od 296x128 18944 1042 5.50% 1.956
zlib current floorplan-thin-lines.gray4.296x128.bs-od 296x128 9472 741 7.82% 0.120
zlib l1-ws9 floorplan-thin-lines.gray4.296x128.bs-od 296x128 9472 967 10.21% 0.397
zlib l6-ws9 floorplan-thin-lines.gray4.296x128.bs-od 296x128 9472 746 7.88% 0.460
zlib l9-ws9 floorplan-thin-lines.gray4.296x128.bs-od 296x128 9472 711 7.51% 0.450
zlib l1-ws10 floorplan-thin-lines.gray4.296x128.bs-od 296x128 9472 972 10.26% 0.206
zlib l6-ws10 floorplan-thin-lines.gray4.296x128.bs-od 296x128 9472 733 7.74% 0.328
zlib l9-ws10 floorplan-thin-lines.gray4.296x128.bs-od 296x128 9472 681 7.19% 0.584
zlib l9-ws12 floorplan-thin-lines.gray4.296x128.bs-od 296x128 9472 671 7.08% 1.254
zlib l9-ws15 floorplan-thin-lines.gray4.296x128.bs-od 296x128 9472 671 7.08% 1.308
zlib current floorplan-thin-lines.mono.296x128.bs-od 296x128 4736 474 10.01% 0.090
zlib l1-ws9 floorplan-thin-lines.mono.296x128.bs-od 296x128 4736 612 12.92% 0.162
zlib l6-ws9 floorplan-thin-lines.mono.296x128.bs-od 296x128 4736 468 9.88% 0.243
zlib l9-ws9 floorplan-thin-lines.mono.296x128.bs-od 296x128 4736 446 9.42% 0.209
zlib l1-ws10 floorplan-thin-lines.mono.296x128.bs-od 296x128 4736 615 12.99% 0.064
zlib l6-ws10 floorplan-thin-lines.mono.296x128.bs-od 296x128 4736 468 9.88% 0.125
zlib l9-ws10 floorplan-thin-lines.mono.296x128.bs-od 296x128 4736 439 9.27% 0.319
zlib l9-ws12 floorplan-thin-lines.mono.296x128.bs-od 296x128 4736 444 9.38% 0.624
zlib l9-ws15 floorplan-thin-lines.mono.296x128.bs-od 296x128 4736 444 9.38% 0.602
zlib current menu-board-text-heavy.gray16.296x128.bs-od 296x128 18944 5057 26.69% 0.713
zlib l1-ws9 menu-board-text-heavy.gray16.296x128.bs-od 296x128 18944 5581 29.46% 0.822
zlib l6-ws9 menu-board-text-heavy.gray16.296x128.bs-od 296x128 18944 5175 27.32% 0.938
zlib l9-ws9 menu-board-text-heavy.gray16.296x128.bs-od 296x128 18944 5167 27.28% 1.101
zlib l1-ws10 menu-board-text-heavy.gray16.296x128.bs-od 296x128 18944 5634 29.74% 0.522
zlib l6-ws10 menu-board-text-heavy.gray16.296x128.bs-od 296x128 18944 5042 26.62% 0.812
zlib l9-ws10 menu-board-text-heavy.gray16.296x128.bs-od 296x128 18944 5017 26.48% 0.846
zlib l9-ws12 menu-board-text-heavy.gray16.296x128.bs-od 296x128 18944 4963 26.20% 1.179
zlib l9-ws15 menu-board-text-heavy.gray16.296x128.bs-od 296x128 18944 4998 26.38% 2.406
zlib current menu-board-text-heavy.gray4.296x128.bs-od 296x128 9472 2720 28.72% 0.284
zlib l1-ws9 menu-board-text-heavy.gray4.296x128.bs-od 296x128 9472 2991 31.58% 0.493
zlib l6-ws9 menu-board-text-heavy.gray4.296x128.bs-od 296x128 9472 2720 28.72% 0.579
zlib l9-ws9 menu-board-text-heavy.gray4.296x128.bs-od 296x128 9472 2698 28.48% 0.657
zlib l1-ws10 menu-board-text-heavy.gray4.296x128.bs-od 296x128 9472 3044 32.14% 0.191
zlib l6-ws10 menu-board-text-heavy.gray4.296x128.bs-od 296x128 9472 2720 28.72% 0.358
zlib l9-ws10 menu-board-text-heavy.gray4.296x128.bs-od 296x128 9472 2654 28.02% 0.670
zlib l9-ws12 menu-board-text-heavy.gray4.296x128.bs-od 296x128 9472 2644 27.91% 1.835
zlib l9-ws15 menu-board-text-heavy.gray4.296x128.bs-od 296x128 9472 2658 28.06% 2.513
zlib current menu-board-text-heavy.mono.296x128.bs-od 296x128 4736 1148 24.24% 0.174
zlib l1-ws9 menu-board-text-heavy.mono.296x128.bs-od 296x128 4736 1278 26.98% 0.181
zlib l6-ws9 menu-board-text-heavy.mono.296x128.bs-od 296x128 4736 1158 24.45% 0.297
zlib l9-ws9 menu-board-text-heavy.mono.296x128.bs-od 296x128 4736 1133 23.92% 0.363
zlib l1-ws10 menu-board-text-heavy.mono.296x128.bs-od 296x128 4736 1274 26.90% 0.120
zlib l6-ws10 menu-board-text-heavy.mono.296x128.bs-od 296x128 4736 1149 24.26% 0.194
zlib l9-ws10 menu-board-text-heavy.mono.296x128.bs-od 296x128 4736 1099 23.21% 0.508
zlib l9-ws12 menu-board-text-heavy.mono.296x128.bs-od 296x128 4736 1085 22.91% 1.075
zlib l9-ws15 menu-board-text-heavy.mono.296x128.bs-od 296x128 4736 1085 22.91% 1.169
zlib current price-label-barcode-layout.gray16.296x128.bs-od 296x128 18944 1238 6.54% 0.163
zlib l1-ws9 price-label-barcode-layout.gray16.296x128.bs-od 296x128 18944 1556 8.21% 0.464
zlib l6-ws9 price-label-barcode-layout.gray16.296x128.bs-od 296x128 18944 1338 7.06% 0.807
zlib l9-ws9 price-label-barcode-layout.gray16.296x128.bs-od 296x128 18944 1307 6.90% 0.513
zlib l1-ws10 price-label-barcode-layout.gray16.296x128.bs-od 296x128 18944 1438 7.59% 0.208
zlib l6-ws10 price-label-barcode-layout.gray16.296x128.bs-od 296x128 18944 1212 6.40% 0.317
zlib l9-ws10 price-label-barcode-layout.gray16.296x128.bs-od 296x128 18944 1176 6.21% 0.573
zlib l9-ws12 price-label-barcode-layout.gray16.296x128.bs-od 296x128 18944 1188 6.27% 0.872
zlib l9-ws15 price-label-barcode-layout.gray16.296x128.bs-od 296x128 18944 1196 6.31% 0.841
zlib current price-label-barcode-layout.gray4.296x128.bs-od 296x128 9472 1001 10.57% 0.106
zlib l1-ws9 price-label-barcode-layout.gray4.296x128.bs-od 296x128 9472 1222 12.90% 0.398
zlib l6-ws9 price-label-barcode-layout.gray4.296x128.bs-od 296x128 9472 1090 11.51% 0.273
zlib l9-ws9 price-label-barcode-layout.gray4.296x128.bs-od 296x128 9472 1065 11.24% 0.508
zlib l1-ws10 price-label-barcode-layout.gray4.296x128.bs-od 296x128 9472 1144 12.08% 0.197
zlib l6-ws10 price-label-barcode-layout.gray4.296x128.bs-od 296x128 9472 1012 10.68% 0.170
zlib l9-ws10 price-label-barcode-layout.gray4.296x128.bs-od 296x128 9472 981 10.36% 0.360
zlib l9-ws12 price-label-barcode-layout.gray4.296x128.bs-od 296x128 9472 972 10.26% 0.683
zlib l9-ws15 price-label-barcode-layout.gray4.296x128.bs-od 296x128 9472 975 10.29% 0.746
zlib current price-label-barcode-layout.mono.296x128.bs-od 296x128 4736 588 12.42% 0.096
zlib l1-ws9 price-label-barcode-layout.mono.296x128.bs-od 296x128 4736 680 14.36% 0.190
zlib l6-ws9 price-label-barcode-layout.mono.296x128.bs-od 296x128 4736 593 12.52% 0.236
zlib l9-ws9 price-label-barcode-layout.mono.296x128.bs-od 296x128 4736 580 12.25% 0.222
zlib l1-ws10 price-label-barcode-layout.mono.296x128.bs-od 296x128 4736 696 14.70% 0.079
zlib l6-ws10 price-label-barcode-layout.mono.296x128.bs-od 296x128 4736 588 12.42% 0.114
zlib l9-ws10 price-label-barcode-layout.mono.296x128.bs-od 296x128 4736 571 12.06% 0.259
zlib l9-ws12 price-label-barcode-layout.mono.296x128.bs-od 296x128 4736 571 12.06% 0.382
zlib l9-ws15 price-label-barcode-layout.mono.296x128.bs-od 296x128 4736 571 12.06% 0.363
zlib current price-tag-electronics-promo.gray16.296x128.bs-od 296x128 18944 1594 8.41% 0.156
zlib l1-ws9 price-tag-electronics-promo.gray16.296x128.bs-od 296x128 18944 1923 10.15% 0.668
zlib l6-ws9 price-tag-electronics-promo.gray16.296x128.bs-od 296x128 18944 1640 8.66% 0.479
zlib l9-ws9 price-tag-electronics-promo.gray16.296x128.bs-od 296x128 18944 1602 8.46% 0.883
zlib l1-ws10 price-tag-electronics-promo.gray16.296x128.bs-od 296x128 18944 1808 9.54% 0.379
zlib l6-ws10 price-tag-electronics-promo.gray16.296x128.bs-od 296x128 18944 1575 8.31% 0.472
zlib l9-ws10 price-tag-electronics-promo.gray16.296x128.bs-od 296x128 18944 1533 8.09% 0.715
zlib l9-ws12 price-tag-electronics-promo.gray16.296x128.bs-od 296x128 18944 1537 8.11% 0.824
zlib l9-ws15 price-tag-electronics-promo.gray16.296x128.bs-od 296x128 18944 1544 8.15% 1.079
zlib current price-tag-electronics-promo.gray4.296x128.bs-od 296x128 9472 1198 12.65% 0.104
zlib l1-ws9 price-tag-electronics-promo.gray4.296x128.bs-od 296x128 9472 1378 14.55% 0.425
zlib l6-ws9 price-tag-electronics-promo.gray4.296x128.bs-od 296x128 9472 1219 12.87% 0.461
zlib l9-ws9 price-tag-electronics-promo.gray4.296x128.bs-od 296x128 9472 1194 12.61% 0.528
zlib l1-ws10 price-tag-electronics-promo.gray4.296x128.bs-od 296x128 9472 1361 14.37% 0.207
zlib l6-ws10 price-tag-electronics-promo.gray4.296x128.bs-od 296x128 9472 1188 12.54% 0.248
zlib l9-ws10 price-tag-electronics-promo.gray4.296x128.bs-od 296x128 9472 1160 12.25% 0.303
zlib l9-ws12 price-tag-electronics-promo.gray4.296x128.bs-od 296x128 9472 1167 12.32% 0.532
zlib l9-ws15 price-tag-electronics-promo.gray4.296x128.bs-od 296x128 9472 1167 12.32% 0.597
zlib current price-tag-electronics-promo.mono.296x128.bs-od 296x128 4736 893 18.86% 0.126
zlib l1-ws9 price-tag-electronics-promo.mono.296x128.bs-od 296x128 4736 983 20.76% 0.211
zlib l6-ws9 price-tag-electronics-promo.mono.296x128.bs-od 296x128 4736 886 18.71% 0.242
zlib l9-ws9 price-tag-electronics-promo.mono.296x128.bs-od 296x128 4736 877 18.52% 0.259
zlib l1-ws10 price-tag-electronics-promo.mono.296x128.bs-od 296x128 4736 984 20.78% 0.090
zlib l6-ws10 price-tag-electronics-promo.mono.296x128.bs-od 296x128 4736 891 18.81% 0.132
zlib l9-ws10 price-tag-electronics-promo.mono.296x128.bs-od 296x128 4736 878 18.54% 0.270
zlib l9-ws12 price-tag-electronics-promo.mono.296x128.bs-od 296x128 4736 884 18.67% 0.382
zlib l9-ws15 price-tag-electronics-promo.mono.296x128.bs-od 296x128 4736 884 18.67% 0.414
zlib current price-tag-grocery-shelf.gray16.296x128.bs-od 296x128 18944 4602 24.29% 0.862
zlib l1-ws9 price-tag-grocery-shelf.gray16.296x128.bs-od 296x128 18944 5339 28.18% 0.496
zlib l6-ws9 price-tag-grocery-shelf.gray16.296x128.bs-od 296x128 18944 4834 25.52% 0.792
zlib l9-ws9 price-tag-grocery-shelf.gray16.296x128.bs-od 296x128 18944 4820 25.44% 1.011
zlib l1-ws10 price-tag-grocery-shelf.gray16.296x128.bs-od 296x128 18944 5294 27.95% 0.521
zlib l6-ws10 price-tag-grocery-shelf.gray16.296x128.bs-od 296x128 18944 4532 23.92% 0.809
zlib l9-ws10 price-tag-grocery-shelf.gray16.296x128.bs-od 296x128 18944 4509 23.80% 0.923
zlib l9-ws12 price-tag-grocery-shelf.gray16.296x128.bs-od 296x128 18944 4494 23.72% 1.323
zlib l9-ws15 price-tag-grocery-shelf.gray16.296x128.bs-od 296x128 18944 4526 23.89% 2.542
zlib current price-tag-grocery-shelf.gray4.296x128.bs-od 296x128 9472 2197 23.19% 0.282
zlib l1-ws9 price-tag-grocery-shelf.gray4.296x128.bs-od 296x128 9472 2496 26.35% 0.434
zlib l6-ws9 price-tag-grocery-shelf.gray4.296x128.bs-od 296x128 9472 2193 23.15% 0.595
zlib l9-ws9 price-tag-grocery-shelf.gray4.296x128.bs-od 296x128 9472 2154 22.74% 0.631
zlib l1-ws10 price-tag-grocery-shelf.gray4.296x128.bs-od 296x128 9472 2522 26.63% 0.234
zlib l6-ws10 price-tag-grocery-shelf.gray4.296x128.bs-od 296x128 9472 2172 22.93% 0.340
zlib l9-ws10 price-tag-grocery-shelf.gray4.296x128.bs-od 296x128 9472 2098 22.15% 0.717
zlib l9-ws12 price-tag-grocery-shelf.gray4.296x128.bs-od 296x128 9472 2110 22.28% 1.570
zlib l9-ws15 price-tag-grocery-shelf.gray4.296x128.bs-od 296x128 9472 2120 22.38% 2.275
