
===== [20260508-142929 8/225] g5 image_sources/generated/122x250 =====
algorithm variant file resolution input_bytes compressed_bytes ratio avg_ms
zlib current diagonal-hatch-multi-angle-mono.mono.200x200.bs-od 200x200 5000 1598 31.96% 0.078
zlib l1-ws9 diagonal-hatch-multi-angle-mono.mono.200x200.bs-od 200x200 5000 4648 92.96% 0.251
zlib l6-ws9 diagonal-hatch-multi-angle-mono.mono.200x200.bs-od 200x200 5000 4648 92.96% 0.216
zlib l9-ws9 diagonal-hatch-multi-angle-mono.mono.200x200.bs-od 200x200 5000 4648 92.96% 0.248
zlib l1-ws10 diagonal-hatch-multi-angle-mono.mono.200x200.bs-od 200x200 5000 4648 92.96% 0.092
zlib l6-ws10 diagonal-hatch-multi-angle-mono.mono.200x200.bs-od 200x200 5000 4648 92.96% 0.083
zlib l9-ws10 diagonal-hatch-multi-angle-mono.mono.200x200.bs-od 200x200 5000 4648 92.96% 0.136
zlib l9-ws12 diagonal-hatch-multi-angle-mono.mono.200x200.bs-od 200x200 5000 1598 31.96% 0.045
zlib l9-ws15 diagonal-hatch-multi-angle-mono.mono.200x200.bs-od 200x200 5000 1598 31.96% 0.081
zlib current mixed-entropy-bands-gray16.gray16.200x200.bs-od 200x200 20000 4369 21.84% 0.104
zlib l1-ws9 mixed-entropy-bands-gray16.gray16.200x200.bs-od 200x200 20000 5195 25.97% 0.833
zlib l6-ws9 mixed-entropy-bands-gray16.gray16.200x200.bs-od 200x200 20000 4616 23.08% 0.768
zlib l9-ws9 mixed-entropy-bands-gray16.gray16.200x200.bs-od 200x200 20000 4616 23.08% 0.903
zlib l1-ws10 mixed-entropy-bands-gray16.gray16.200x200.bs-od 200x200 20000 4684 23.42% 0.403
zlib l6-ws10 mixed-entropy-bands-gray16.gray16.200x200.bs-od 200x200 20000 4364 21.82% 0.275
zlib l9-ws10 mixed-entropy-bands-gray16.gray16.200x200.bs-od 200x200 20000 4364 21.82% 0.477
zlib l9-ws12 mixed-entropy-bands-gray16.gray16.200x200.bs-od 200x200 20000 4365 21.82% 0.212
zlib l9-ws15 mixed-entropy-bands-gray16.gray16.200x200.bs-od 200x200 20000 4368 21.84% 0.130
zlib current random-noise-bwgbry.bwgbry.200x200.bs-od 200x200 20000 13461 67.31% 0.511
zlib l1-ws9 random-noise-bwgbry.bwgbry.200x200.bs-od 200x200 20000 13133 65.66% 0.977
zlib l6-ws9 random-noise-bwgbry.bwgbry.200x200.bs-od 200x200 20000 13133 65.66% 0.952
zlib l9-ws9 random-noise-bwgbry.bwgbry.200x200.bs-od 200x200 20000 13133 65.66% 0.766
zlib l1-ws10 random-noise-bwgbry.bwgbry.200x200.bs-od 200x200 20000 13180 65.90% 0.588
zlib l6-ws10 random-noise-bwgbry.bwgbry.200x200.bs-od 200x200 20000 13180 65.90% 0.660
zlib l9-ws10 random-noise-bwgbry.bwgbry.200x200.bs-od 200x200 20000 13180 65.90% 0.595
zlib l9-ws12 random-noise-bwgbry.bwgbry.200x200.bs-od 200x200 20000 13410 67.05% 0.372
zlib l9-ws15 random-noise-bwgbry.bwgbry.200x200.bs-od 200x200 20000 13461 67.31% 0.533
zlib current random-noise-bwr.bwr.200x200.bs-od 200x200 10000 8059 80.59% 0.160
zlib l1-ws9 random-noise-bwr.bwr.200x200.bs-od 200x200 10000 8043 80.43% 0.470
zlib l6-ws9 random-noise-bwr.bwr.200x200.bs-od 200x200 10000 8043 80.43% 0.254
zlib l9-ws9 random-noise-bwr.bwr.200x200.bs-od 200x200 10000 8043 80.43% 0.253
zlib l1-ws10 random-noise-bwr.bwr.200x200.bs-od 200x200 10000 8045 80.45% 0.158
zlib l6-ws10 random-noise-bwr.bwr.200x200.bs-od 200x200 10000 8045 80.45% 0.290
zlib l9-ws10 random-noise-bwr.bwr.200x200.bs-od 200x200 10000 8045 80.45% 0.256
zlib l9-ws12 random-noise-bwr.bwr.200x200.bs-od 200x200 10000 8058 80.58% 0.161
zlib l9-ws15 random-noise-bwr.bwr.200x200.bs-od 200x200 10000 8059 80.59% 0.151
zlib current random-noise-bwry.bwry.200x200.bs-od 200x200 10000 10011 100.11% 0.101
zlib l1-ws9 random-noise-bwry.bwry.200x200.bs-od 200x200 10000 10038 100.38% 0.441
zlib l6-ws9 random-noise-bwry.bwry.200x200.bs-od 200x200 10000 10038 100.38% 0.556
zlib l9-ws9 random-noise-bwry.bwry.200x200.bs-od 200x200 10000 10038 100.38% 0.481
zlib l1-ws10 random-noise-bwry.bwry.200x200.bs-od 200x200 10000 10041 100.41% 0.270
zlib l6-ws10 random-noise-bwry.bwry.200x200.bs-od 200x200 10000 10041 100.41% 0.237
zlib l9-ws10 random-noise-bwry.bwry.200x200.bs-od 200x200 10000 10041 100.41% 0.193
zlib l9-ws12 random-noise-bwry.bwry.200x200.bs-od 200x200 10000 10041 100.41% 0.088
zlib l9-ws15 random-noise-bwry.bwry.200x200.bs-od 200x200 10000 10011 100.11% 0.099
zlib current random-noise-bwy.bwy.200x200.bs-od 200x200 10000 8062 80.62% 0.163
zlib l1-ws9 random-noise-bwy.bwy.200x200.bs-od 200x200 10000 8045 80.45% 0.483
zlib l6-ws9 random-noise-bwy.bwy.200x200.bs-od 200x200 10000 8045 80.45% 0.420
zlib l9-ws9 random-noise-bwy.bwy.200x200.bs-od 200x200 10000 8045 80.45% 0.321
zlib l1-ws10 random-noise-bwy.bwy.200x200.bs-od 200x200 10000 8046 80.46% 0.277
zlib l6-ws10 random-noise-bwy.bwy.200x200.bs-od 200x200 10000 8046 80.46% 0.174
zlib l9-ws10 random-noise-bwy.bwy.200x200.bs-od 200x200 10000 8046 80.46% 0.225
zlib l9-ws12 random-noise-bwy.bwy.200x200.bs-od 200x200 10000 8060 80.60% 0.157
zlib l9-ws15 random-noise-bwy.bwy.200x200.bs-od 200x200 10000 8062 80.62% 0.157
zlib current random-noise-gray16.gray16.200x200.bs-od 200x200 20000 20016 100.08% 0.287
zlib l1-ws9 random-noise-gray16.gray16.200x200.bs-od 200x200 20000 20083 100.42% 0.657
zlib l6-ws9 random-noise-gray16.gray16.200x200.bs-od 200x200 20000 20083 100.42% 0.996
zlib l9-ws9 random-noise-gray16.gray16.200x200.bs-od 200x200 20000 20083 100.42% 0.954
zlib l1-ws10 random-noise-gray16.gray16.200x200.bs-od 200x200 20000 20083 100.42% 0.547
zlib l6-ws10 random-noise-gray16.gray16.200x200.bs-od 200x200 20000 20083 100.42% 0.606
zlib l9-ws10 random-noise-gray16.gray16.200x200.bs-od 200x200 20000 20083 100.42% 0.393
zlib l9-ws12 random-noise-gray16.gray16.200x200.bs-od 200x200 20000 20046 100.23% 0.191
zlib l9-ws15 random-noise-gray16.gray16.200x200.bs-od 200x200 20000 20016 100.08% 0.259
zlib current random-noise-mono.mono.200x200.bs-od 200x200 5000 5011 100.22% 0.090
zlib l1-ws9 random-noise-mono.mono.200x200.bs-od 200x200 5000 5047 100.94% 0.215
zlib l6-ws9 random-noise-mono.mono.200x200.bs-od 200x200 5000 5047 100.94% 0.219
zlib l9-ws9 random-noise-mono.mono.200x200.bs-od 200x200 5000 5047 100.94% 0.231
zlib l1-ws10 random-noise-mono.mono.200x200.bs-od 200x200 5000 5047 100.94% 0.194
zlib l6-ws10 random-noise-mono.mono.200x200.bs-od 200x200 5000 5047 100.94% 0.101
zlib l9-ws10 random-noise-mono.mono.200x200.bs-od 200x200 5000 5047 100.94% 0.153
zlib l9-ws12 random-noise-mono.mono.200x200.bs-od 200x200 5000 5011 100.22% 0.037
zlib l9-ws15 random-noise-mono.mono.200x200.bs-od 200x200 5000 5011 100.22% 0.083
zlib current smooth-gradient-dither-trap.gray16.200x200.bs-od 200x200 20000 3671 18.36% 0.352
zlib l1-ws9 smooth-gradient-dither-trap.gray16.200x200.bs-od 200x200 20000 4675 23.38% 0.831
zlib l6-ws9 smooth-gradient-dither-trap.gray16.200x200.bs-od 200x200 20000 3844 19.22% 1.005
zlib l9-ws9 smooth-gradient-dither-trap.gray16.200x200.bs-od 200x200 20000 3821 19.11% 0.837
zlib l1-ws10 smooth-gradient-dither-trap.gray16.200x200.bs-od 200x200 20000 4475 22.38% 0.287
zlib l6-ws10 smooth-gradient-dither-trap.gray16.200x200.bs-od 200x200 20000 3648 18.24% 0.535
zlib l9-ws10 smooth-gradient-dither-trap.gray16.200x200.bs-od 200x200 20000 3621 18.11% 0.734
zlib l9-ws12 smooth-gradient-dither-trap.gray16.200x200.bs-od 200x200 20000 3613 18.07% 0.766
zlib l9-ws15 smooth-gradient-dither-trap.gray16.200x200.bs-od 200x200 20000 3623 18.12% 1.138
zlib current smooth-gradient-dither-trap.gray4.200x200.bs-od 200x200 10000 3768 37.68% 0.190
zlib l1-ws9 smooth-gradient-dither-trap.gray4.200x200.bs-od 200x200 10000 4013 40.13% 0.562
zlib l6-ws9 smooth-gradient-dither-trap.gray4.200x200.bs-od 200x200 10000 3780 37.80% 0.570
zlib l9-ws9 smooth-gradient-dither-trap.gray4.200x200.bs-od 200x200 10000 3757 37.57% 0.470
zlib l1-ws10 smooth-gradient-dither-trap.gray4.200x200.bs-od 200x200 10000 3950 39.50% 0.297
zlib l6-ws10 smooth-gradient-dither-trap.gray4.200x200.bs-od 200x200 10000 3713 37.13% 0.355
zlib l9-ws10 smooth-gradient-dither-trap.gray4.200x200.bs-od 200x200 10000 3673 36.73% 0.472
zlib l9-ws12 smooth-gradient-dither-trap.gray4.200x200.bs-od 200x200 10000 3728 37.28% 0.560
zlib l9-ws15 smooth-gradient-dither-trap.gray4.200x200.bs-od 200x200 10000 3736 37.36% 0.659
zlib current smooth-gradient-dither-trap.mono.200x200.bs-od 200x200 5000 4135 82.70% 0.150
zlib l1-ws9 smooth-gradient-dither-trap.mono.200x200.bs-od 200x200 5000 4144 82.88% 0.294
zlib l6-ws9 smooth-gradient-dither-trap.mono.200x200.bs-od 200x200 5000 4138 82.76% 0.241
zlib l9-ws9 smooth-gradient-dither-trap.mono.200x200.bs-od 200x200 5000 4138 82.76% 0.235
zlib l1-ws10 smooth-gradient-dither-trap.mono.200x200.bs-od 200x200 5000 4140 82.80% 0.122
zlib l6-ws10 smooth-gradient-dither-trap.mono.200x200.bs-od 200x200 5000 4133 82.66% 0.185
zlib l9-ws10 smooth-gradient-dither-trap.mono.200x200.bs-od 200x200 5000 4133 82.66% 0.159
zlib l9-ws12 smooth-gradient-dither-trap.mono.200x200.bs-od 200x200 5000 4134 82.68% 0.095
zlib l9-ws15 smooth-gradient-dither-trap.mono.200x200.bs-od 200x200 5000 4135 82.70% 0.145
average_ratio=37.03%

===== [20260508-142929 120/225] zstd image_sources/photos/2560x1440 =====
algorithm variant file resolution input_bytes compressed_bytes ratio avg_ms
zstd l19-w10 foliage-high-frequency.gray16.2560x1440.bs-od 2560x1440 1843200 672619 36.49% 204.188
zstd l19-w12 foliage-high-frequency.gray16.2560x1440.bs-od 2560x1440 1843200 544661 29.55% 254.800
zstd l19-w15 foliage-high-frequency.gray16.2560x1440.bs-od 2560x1440 1843200 494401 26.82% 327.517
zstd l19-w10 foliage-high-frequency.gray4.2560x1440.bs-od 2560x1440 921600 424466 46.06% 92.548
zstd l19-w12 foliage-high-frequency.gray4.2560x1440.bs-od 2560x1440 921600 378147 41.03% 100.650
zstd l19-w15 foliage-high-frequency.gray4.2560x1440.bs-od 2560x1440 921600 353863 38.40% 133.957
zstd l19-w10 foliage-high-frequency.mono.2560x1440.bs-od 2560x1440 460800 340646 73.92% 40.643
zstd l19-w12 foliage-high-frequency.mono.2560x1440.bs-od 2560x1440 460800 317467 68.89% 41.197
zstd l19-w15 foliage-high-frequency.mono.2560x1440.bs-od 2560x1440 460800 307695 66.77% 48.956
zstd l19-w10 interior-room-soft-tones.gray16.2560x1440.bs-od 2560x1440 1843200 508557 27.59% 350.975
zstd l19-w12 interior-room-soft-tones.gray16.2560x1440.bs-od 2560x1440 1843200 403447 21.89% 335.505
zstd l19-w15 interior-room-soft-tones.gray16.2560x1440.bs-od 2560x1440 1843200 365012 19.80% 395.260
zstd l19-w10 interior-room-soft-tones.gray4.2560x1440.bs-od 2560x1440 921600 330086 35.82% 140.515
zstd l19-w12 interior-room-soft-tones.gray4.2560x1440.bs-od 2560x1440 921600 296589 32.18% 134.950
zstd l19-w15 interior-room-soft-tones.gray4.2560x1440.bs-od 2560x1440 921600 279082 30.28% 155.205
zstd l19-w10 interior-room-soft-tones.mono.2560x1440.bs-od 2560x1440 460800 394165 85.54% 24.403
zstd l19-w12 interior-room-soft-tones.mono.2560x1440.bs-od 2560x1440 460800 371255 80.57% 23.902
zstd l19-w15 interior-room-soft-tones.mono.2560x1440.bs-od 2560x1440 460800 362415 78.65% 28.038
zstd l19-w10 landscape-cloud-texture.gray16.2560x1440.bs-od 2560x1440 1843200 565899 30.70% 215.817
zstd l19-w12 landscape-cloud-texture.gray16.2560x1440.bs-od 2560x1440 1843200 492536 26.72% 280.298
zstd l19-w15 landscape-cloud-texture.gray16.2560x1440.bs-od 2560x1440 1843200 456367 24.76% 363.843
zstd l19-w10 landscape-cloud-texture.gray4.2560x1440.bs-od 2560x1440 921600 426083 46.23% 75.153
zstd l19-w12 landscape-cloud-texture.gray4.2560x1440.bs-od 2560x1440 921600 394820 42.84% 89.166
zstd l19-w15 landscape-cloud-texture.gray4.2560x1440.bs-od 2560x1440 921600 380040 41.24% 133.613
zstd l19-w10 landscape-cloud-texture.mono.2560x1440.bs-od 2560x1440 460800 375766 81.55% 28.210
zstd l19-w12 landscape-cloud-texture.mono.2560x1440.bs-od 2560x1440 460800 353239 76.66% 24.490
zstd l19-w15 landscape-cloud-texture.mono.2560x1440.bs-od 2560x1440 460800 344846 74.84% 28.516
zstd l19-w10 product-shelf-detail.gray16.2560x1440.bs-od 2560x1440 1843200 713720 38.72% 228.191
zstd l19-w12 product-shelf-detail.gray16.2560x1440.bs-od 2560x1440 1843200 591583 32.10% 244.129
zstd l19-w15 product-shelf-detail.gray16.2560x1440.bs-od 2560x1440 1843200 539526 29.27% 328.927
zstd l19-w10 product-shelf-detail.gray4.2560x1440.bs-od 2560x1440 921600 437713 47.49% 97.266
zstd l19-w12 product-shelf-detail.gray4.2560x1440.bs-od 2560x1440 921600 393970 42.75% 101.557
zstd l19-w15 product-shelf-detail.gray4.2560x1440.bs-od 2560x1440 921600 373029 40.48% 115.880
zstd l19-w10 product-shelf-detail.mono.2560x1440.bs-od 2560x1440 460800 335991 72.91% 36.804
zstd l19-w12 product-shelf-detail.mono.2560x1440.bs-od 2560x1440 460800 316214 68.62% 31.239
zstd l19-w15 product-shelf-detail.mono.2560x1440.bs-od 2560x1440 460800 309405 67.15% 41.485
average_ratio=47.92%

===== [20260508-142929 187/225] heatshrink image_sources/stress/200x200 =====
algorithm variant file resolution input_bytes compressed_bytes ratio avg_ms
heatshrink w9-l4 checkerboard-bwgbry-1px.bwgbry.200x200.bs-od 200x200 20000 2456 12.28% 0.133
heatshrink w11-l5 checkerboard-bwgbry-1px.bwgbry.200x200.bs-od 200x200 20000 1346 6.73% 0.114
heatshrink w13-l6 checkerboard-bwgbry-1px.bwgbry.200x200.bs-od 200x200 20000 797 3.98% 0.193
heatshrink w9-l4 checkerboard-bwr-1px.bwr.200x200.bs-od 200x200 10000 1101 11.01% 0.058
heatshrink w11-l5 checkerboard-bwr-1px.bwr.200x200.bs-od 200x200 10000 671 6.71% 0.095
heatshrink w13-l6 checkerboard-bwr-1px.bwr.200x200.bs-od 200x200 10000 399 3.99% 0.104
heatshrink w9-l4 checkerboard-bwry-1px.bwry.200x200.bs-od 200x200 10000 1103 11.03% 0.060
heatshrink w11-l5 checkerboard-bwry-1px.bwry.200x200.bs-od 200x200 10000 674 6.74% 0.077
heatshrink w13-l6 checkerboard-bwry-1px.bwry.200x200.bs-od 200x200 10000 400 4.00% 0.107
heatshrink w9-l4 checkerboard-bwy-1px.bwy.200x200.bs-od 200x200 10000 1101 11.01% 0.062
heatshrink w11-l5 checkerboard-bwy-1px.bwy.200x200.bs-od 200x200 10000 671 6.71% 0.110
heatshrink w13-l6 checkerboard-bwy-1px.bwy.200x200.bs-od 200x200 10000 399 3.99% 0.103
heatshrink w9-l4 checkerboard-gray16-1px.gray16.200x200.bs-od 200x200 20000 2465 12.32% 0.105
heatshrink w11-l5 checkerboard-gray16-1px.gray16.200x200.bs-od 200x200 20000 1372 6.86% 0.116
heatshrink w13-l6 checkerboard-gray16-1px.gray16.200x200.bs-od 200x200 20000 818 4.09% 0.202
heatshrink w9-l4 checkerboard-mono-1px.mono.200x200.bs-od 200x200 5000 552 11.04% 0.036
heatshrink w11-l5 checkerboard-mono-1px.mono.200x200.bs-od 200x200 5000 336 6.72% 0.036
heatshrink w13-l6 checkerboard-mono-1px.mono.200x200.bs-od 200x200 5000 203 4.06% 0.026
heatshrink w9-l4 checkerboard-mono-2px.mono.200x200.bs-od 200x200 5000 553 11.06% 0.035
heatshrink w11-l5 checkerboard-mono-2px.mono.200x200.bs-od 200x200 5000 338 6.76% 0.044
heatshrink w13-l6 checkerboard-mono-2px.mono.200x200.bs-od 200x200 5000 200 4.00% 0.050
heatshrink w9-l4 color-plane-interleave-bwr.bwr.200x200.bs-od 200x200 10000 1095 10.95% 0.038
heatshrink w11-l5 color-plane-interleave-bwr.bwr.200x200.bs-od 200x200 10000 667 6.67% 0.029
heatshrink w13-l6 color-plane-interleave-bwr.bwr.200x200.bs-od 200x200 10000 394 3.94% 0.029
heatshrink w9-l4 color-plane-interleave-bwry.bwry.200x200.bs-od 200x200 10000 1103 11.03% 0.059
heatshrink w11-l5 color-plane-interleave-bwry.bwry.200x200.bs-od 200x200 10000 674 6.74% 0.065
heatshrink w13-l6 color-plane-interleave-bwry.bwry.200x200.bs-od 200x200 10000 400 4.00% 0.079
heatshrink w9-l4 color-plane-interleave-bwy.bwy.200x200.bs-od 200x200 10000 1095 10.95% 0.030
heatshrink w11-l5 color-plane-interleave-bwy.bwy.200x200.bs-od 200x200 10000 667 6.67% 0.032
heatshrink w13-l6 color-plane-interleave-bwy.bwy.200x200.bs-od 200x200 10000 394 3.94% 0.029
heatshrink w9-l4 diagonal-hatch-multi-angle-mono.mono.200x200.bs-od 200x200 5000 5594 111.88% 0.236
heatshrink w11-l5 diagonal-hatch-multi-angle-mono.mono.200x200.bs-od 200x200 5000 1800 36.00% 0.101
heatshrink w13-l6 diagonal-hatch-multi-angle-mono.mono.200x200.bs-od 200x200 5000 1863 37.26% 0.151
heatshrink w9-l4 mixed-entropy-bands-gray16.gray16.200x200.bs-od 200x200 20000 6359 31.80% 0.346
heatshrink w11-l5 mixed-entropy-bands-gray16.gray16.200x200.bs-od 200x200 20000 5714 28.57% 0.345
heatshrink w13-l6 mixed-entropy-bands-gray16.gray16.200x200.bs-od 200x200 20000 5287 26.43% 0.483
heatshrink w9-l4 random-noise-bwgbry.bwgbry.200x200.bs-od 200x200 20000 19917 99.59% 1.174
heatshrink w11-l5 random-noise-bwgbry.bwgbry.200x200.bs-od 200x200 20000 21555 107.78% 2.724
heatshrink w13-l6 random-noise-bwgbry.bwgbry.200x200.bs-od 200x200 20000 20720 103.60% 7.422
heatshrink w9-l4 random-noise-bwr.bwr.200x200.bs-od 200x200 10000 10893 108.93% 0.538
heatshrink w11-l5 random-noise-bwr.bwr.200x200.bs-od 200x200 10000 11214 112.14% 0.854
heatshrink w13-l6 random-noise-bwr.bwr.200x200.bs-od 200x200 10000 11171 111.71% 2.406
heatshrink w9-l4 random-noise-bwry.bwry.200x200.bs-od 200x200 10000 11221 112.21% 0.535
heatshrink w11-l5 random-noise-bwry.bwry.200x200.bs-od 200x200 10000 11249 112.49% 0.627
heatshrink w13-l6 random-noise-bwry.bwry.200x200.bs-od 200x200 10000 11248 112.48% 1.055
heatshrink w9-l4 random-noise-bwy.bwy.200x200.bs-od 200x200 10000 10892 108.92% 0.549
heatshrink w11-l5 random-noise-bwy.bwy.200x200.bs-od 200x200 10000 11215 112.15% 0.875
heatshrink w13-l6 random-noise-bwy.bwy.200x200.bs-od 200x200 10000 11176 111.76% 2.148
heatshrink w9-l4 random-noise-gray16.gray16.200x200.bs-od 200x200 20000 22427 112.14% 1.056
heatshrink w11-l5 random-noise-gray16.gray16.200x200.bs-od 200x200 20000 22499 112.49% 1.326
heatshrink w13-l6 random-noise-gray16.gray16.200x200.bs-od 200x200 20000 22498 112.49% 2.099
heatshrink w9-l4 random-noise-mono.mono.200x200.bs-od 200x200 5000 5611 112.22% 0.279
heatshrink w11-l5 random-noise-mono.mono.200x200.bs-od 200x200 5000 5625 112.50% 0.336
heatshrink w13-l6 random-noise-mono.mono.200x200.bs-od 200x200 5000 5625 112.50% 0.522
heatshrink w9-l4 smooth-gradient-dither-trap.gray16.200x200.bs-od 200x200 20000 4547 22.73% 0.496
heatshrink w11-l5 smooth-gradient-dither-trap.gray16.200x200.bs-od 200x200 20000 4322 21.61% 0.943
heatshrink w13-l6 smooth-gradient-dither-trap.gray16.200x200.bs-od 200x200 20000 4576 22.88% 1.858
heatshrink w9-l4 smooth-gradient-dither-trap.gray4.200x200.bs-od 200x200 10000 4698 46.98% 0.504
heatshrink w11-l5 smooth-gradient-dither-trap.gray4.200x200.bs-od 200x200 10000 4718 47.18% 1.029
heatshrink w13-l6 smooth-gradient-dither-trap.gray4.200x200.bs-od 200x200 10000 5027 50.27% 1.723
heatshrink w9-l4 smooth-gradient-dither-trap.mono.200x200.bs-od 200x200 5000 4895 97.90% 0.292
heatshrink w11-l5 smooth-gradient-dither-trap.mono.200x200.bs-od 200x200 5000 5134 102.68% 0.630
heatshrink w13-l6 smooth-gradient-dither-trap.mono.200x200.bs-od 200x200 5000 5245 104.90% 1.796
average_ratio=47.57%

===== [20260508-142929 188/225] g5 image_sources/stress/200x200 =====
algorithm variant file resolution input_bytes compressed_bytes ratio avg_ms
g5 perplane-f256 checkerboard-bwgbry-1px.bwgbry.200x200.bs-1bppstreams 200x200 20000 25261 126.31% 0.803
g5 perplane-f256 checkerboard-bwr-1px.bwr.200x200.bs-1bppstreams 200x200 10000 20111 201.11% 0.388
g5 perplane-f128 checkerboard-bwry-1px.bwry.200x200.bs-1bppstreams 200x200 10000 15148 151.48% 0.371
g5 perplane-f256 checkerboard-bwry-1px.bwry.200x200.bs-1bppstreams 200x200 10000 15148 151.48% 0.441
g5 perplane-f256 checkerboard-bwy-1px.bwy.200x200.bs-1bppstreams 200x200 10000 20111 201.11% 0.455
g5 perplane-f256 checkerboard-gray16-1px.gray16.200x200.bs-1bppstreams 200x200 20000 28380 141.90% 0.589
g5 perplane-f256 checkerboard-mono-1px.mono.200x200.bs-1bppstreams 200x200 5000 15055 301.10% 0.278
g5 perplane-f128 checkerboard-mono-2px.mono.200x200.bs-1bppstreams 200x200 5000 8730 174.60% 0.183
g5 perplane-f256 checkerboard-mono-2px.mono.200x200.bs-1bppstreams 200x200 5000 8730 174.60% 0.178
g5 perplane-f128 color-plane-interleave-bwr.bwr.200x200.bs-1bppstreams 200x200 10000 5224 52.24% 0.347
g5 perplane-f256 color-plane-interleave-bwr.bwr.200x200.bs-1bppstreams 200x200 10000 5224 52.24% 0.413
g5 perplane-f128 color-plane-interleave-bwry.bwry.200x200.bs-1bppstreams 200x200 10000 15235 152.35% 0.387
g5 perplane-f256 color-plane-interleave-bwry.bwry.200x200.bs-1bppstreams 200x200 10000 15235 152.35% 0.327
g5 perplane-f128 color-plane-interleave-bwy.bwy.200x200.bs-1bppstreams 200x200 10000 5224 52.24% 0.327
g5 perplane-f256 color-plane-interleave-bwy.bwy.200x200.bs-1bppstreams 200x200 10000 5224 52.24% 0.337
g5 perplane-f128 diagonal-hatch-multi-angle-mono.mono.200x200.bs-1bppstreams 200x200 5000 7586 151.72% 0.275
g5 perplane-f256 diagonal-hatch-multi-angle-mono.mono.200x200.bs-1bppstreams 200x200 5000 7586 151.72% 0.237
g5 perplane-f128 mixed-entropy-bands-gray16.gray16.200x200.bs-1bppstreams 200x200 20000 11092 55.46% 0.635
g5 perplane-f256 mixed-entropy-bands-gray16.gray16.200x200.bs-1bppstreams 200x200 20000 11092 55.46% 0.628
g5 perplane-f256 random-noise-bwgbry.bwgbry.200x200.bs-1bppstreams 200x200 20000 31659 158.30% 1.114
g5 perplane-f128 random-noise-bwr.bwr.200x200.bs-1bppstreams 200x200 10000 20614 206.14% 0.831
g5 perplane-f256 random-noise-bwr.bwr.200x200.bs-1bppstreams 200x200 10000 20614 206.14% 0.851
g5 perplane-f128 random-noise-bwry.bwry.200x200.bs-1bppstreams 200x200 10000 21067 210.67% 0.884
g5 perplane-f256 random-noise-bwry.bwry.200x200.bs-1bppstreams 200x200 10000 21067 210.67% 0.976
g5 perplane-f128 random-noise-bwy.bwy.200x200.bs-1bppstreams 200x200 10000 20403 204.03% 0.837
g5 perplane-f256 random-noise-bwy.bwy.200x200.bs-1bppstreams 200x200 10000 20403 204.03% 0.847
g5 perplane-f256 random-noise-gray16.gray16.200x200.bs-1bppstreams 200x200 20000 42375 211.88% 1.783
g5 perplane-f128 random-noise-mono.mono.200x200.bs-1bppstreams 200x200 5000 10569 211.38% 0.459
g5 perplane-f256 random-noise-mono.mono.200x200.bs-1bppstreams 200x200 5000 10569 211.38% 0.428
g5 perplane-f128 smooth-gradient-dither-trap.gray16.200x200.bs-1bppstreams 200x200 20000 10296 51.48% 1.111
g5 perplane-f256 smooth-gradient-dither-trap.gray16.200x200.bs-1bppstreams 200x200 20000 10296 51.48% 0.510
g5 perplane-f128 smooth-gradient-dither-trap.gray4.200x200.bs-1bppstreams 200x200 10000 14514 145.14% 0.694
g5 perplane-f256 smooth-gradient-dither-trap.gray4.200x200.bs-1bppstreams 200x200 10000 14514 145.14% 0.613
g5 perplane-f256 smooth-gradient-dither-trap.mono.200x200.bs-1bppstreams 200x200 5000 12989 259.78% 0.395
average_ratio=154.10%

===== [20260508-142929 189/225] brotli image_sources/stress/200x200 =====
algorithm variant file resolution input_bytes compressed_bytes ratio avg_ms
brotli q9-w10 checkerboard-bwgbry-1px.bwgbry.200x200.bs-od 200x200 20000 39 0.19% 0.060
brotli q9-w12 checkerboard-bwgbry-1px.bwgbry.200x200.bs-od 200x200 20000 39 0.19% 0.028
brotli q9-w15 checkerboard-bwgbry-1px.bwgbry.200x200.bs-od 200x200 20000 39 0.19% 0.030
brotli q9-w10 checkerboard-bwr-1px.bwr.200x200.bs-od 200x200 10000 26 0.26% 0.024
brotli q9-w12 checkerboard-bwr-1px.bwr.200x200.bs-od 200x200 10000 26 0.26% 0.019
brotli q9-w15 checkerboard-bwr-1px.bwr.200x200.bs-od 200x200 10000 26 0.26% 0.017
brotli q9-w10 checkerboard-bwry-1px.bwry.200x200.bs-od 200x200 10000 30 0.30% 0.021
brotli q9-w12 checkerboard-bwry-1px.bwry.200x200.bs-od 200x200 10000 30 0.30% 0.019
brotli q9-w15 checkerboard-bwry-1px.bwry.200x200.bs-od 200x200 10000 30 0.30% 0.018
brotli q9-w10 checkerboard-bwy-1px.bwy.200x200.bs-od 200x200 10000 26 0.26% 0.018
brotli q9-w12 checkerboard-bwy-1px.bwy.200x200.bs-od 200x200 10000 26 0.26% 0.016
brotli q9-w15 checkerboard-bwy-1px.bwy.200x200.bs-od 200x200 10000 26 0.26% 0.016
brotli q9-w10 checkerboard-gray16-1px.gray16.200x200.bs-od 200x200 20000 296 1.48% 0.122
brotli q9-w12 checkerboard-gray16-1px.gray16.200x200.bs-od 200x200 20000 78 0.39% 0.049
brotli q9-w15 checkerboard-gray16-1px.gray16.200x200.bs-od 200x200 20000 78 0.39% 0.051
brotli q9-w10 checkerboard-mono-1px.mono.200x200.bs-od 200x200 5000 26 0.52% 0.019
brotli q9-w12 checkerboard-mono-1px.mono.200x200.bs-od 200x200 5000 26 0.52% 0.015
