
===== [1/135] zlib image_sources/generated/1024x576 =====
algorithm variant file resolution input_bytes compressed_bytes ratio avg_ms
zlib current foliage-high-frequency.gray4.2560x1440.bs-od 2560x1440 921600 372936 40.47% 46.356
zlib l9-ws9 foliage-high-frequency.gray4.2560x1440.bs-od 2560x1440 921600 389342 42.25% 33.794
zlib l9-ws12 foliage-high-frequency.gray4.2560x1440.bs-od 2560x1440 921600 376874 40.89% 55.450
zlib l9-ws15 foliage-high-frequency.gray4.2560x1440.bs-od 2560x1440 921600 366855 39.81% 190.319
zlib current foliage-high-frequency.mono.2560x1440.bs-od 2560x1440 460800 315279 68.42% 30.342
zlib l9-ws9 foliage-high-frequency.mono.2560x1440.bs-od 2560x1440 460800 316562 68.70% 17.276
zlib l9-ws12 foliage-high-frequency.mono.2560x1440.bs-od 2560x1440 460800 313148 67.96% 28.143
zlib l9-ws15 foliage-high-frequency.mono.2560x1440.bs-od 2560x1440 460800 312453 67.81% 127.419
zlib current interior-room-soft-tones.gray16.2560x1440.bs-od 2560x1440 1843200 402732 21.85% 62.808
zlib l9-ws9 interior-room-soft-tones.gray16.2560x1440.bs-od 2560x1440 1843200 446134 24.20% 67.378
zlib l9-ws12 interior-room-soft-tones.gray16.2560x1440.bs-od 2560x1440 1843200 407204 22.09% 117.569
zlib l9-ws15 interior-room-soft-tones.gray16.2560x1440.bs-od 2560x1440 1843200 386475 20.97% 447.847
zlib current interior-room-soft-tones.gray4.2560x1440.bs-od 2560x1440 921600 298056 32.34% 35.972
zlib l9-ws9 interior-room-soft-tones.gray4.2560x1440.bs-od 2560x1440 921600 299576 32.51% 33.571
zlib l9-ws12 interior-room-soft-tones.gray4.2560x1440.bs-od 2560x1440 921600 296893 32.21% 70.681
zlib l9-ws15 interior-room-soft-tones.gray4.2560x1440.bs-od 2560x1440 921600 291722 31.65% 162.222
zlib current interior-room-soft-tones.mono.2560x1440.bs-od 2560x1440 460800 365682 79.36% 21.490
zlib l9-ws9 interior-room-soft-tones.mono.2560x1440.bs-od 2560x1440 460800 367942 79.85% 14.925
zlib l9-ws12 interior-room-soft-tones.mono.2560x1440.bs-od 2560x1440 460800 364959 79.20% 12.117
zlib l9-ws15 interior-room-soft-tones.mono.2560x1440.bs-od 2560x1440 460800 365062 79.22% 39.375
zlib current landscape-cloud-texture.gray16.2560x1440.bs-od 2560x1440 1843200 501144 27.19% 99.516
zlib l9-ws9 landscape-cloud-texture.gray16.2560x1440.bs-od 2560x1440 1843200 539869 29.29% 71.885
zlib l9-ws12 landscape-cloud-texture.gray16.2560x1440.bs-od 2560x1440 1843200 508374 27.58% 116.988
zlib l9-ws15 landscape-cloud-texture.gray16.2560x1440.bs-od 2560x1440 1843200 483282 26.22% 558.981
zlib current landscape-cloud-texture.gray4.2560x1440.bs-od 2560x1440 921600 400461 43.45% 70.332
zlib l9-ws9 landscape-cloud-texture.gray4.2560x1440.bs-od 2560x1440 921600 407301 44.19% 33.630
zlib l9-ws12 landscape-cloud-texture.gray4.2560x1440.bs-od 2560x1440 921600 406615 44.12% 32.716
zlib l9-ws15 landscape-cloud-texture.gray4.2560x1440.bs-od 2560x1440 921600 397098 43.09% 143.390
zlib current landscape-cloud-texture.mono.2560x1440.bs-od 2560x1440 460800 356840 77.44% 21.128
zlib l9-ws9 landscape-cloud-texture.mono.2560x1440.bs-od 2560x1440 460800 362427 78.65% 13.699
zlib l9-ws12 landscape-cloud-texture.mono.2560x1440.bs-od 2560x1440 460800 355276 77.10% 9.631
zlib l9-ws15 landscape-cloud-texture.mono.2560x1440.bs-od 2560x1440 460800 356795 77.43% 22.094
zlib current product-shelf-detail.gray16.2560x1440.bs-od 2560x1440 1843200 582858 31.62% 89.918
zlib l9-ws9 product-shelf-detail.gray16.2560x1440.bs-od 2560x1440 1843200 661880 35.91% 69.521
zlib l9-ws12 product-shelf-detail.gray16.2560x1440.bs-od 2560x1440 1843200 598281 32.46% 89.176
zlib l9-ws15 product-shelf-detail.gray16.2560x1440.bs-od 2560x1440 1843200 569048 30.87% 378.190
zlib current product-shelf-detail.gray4.2560x1440.bs-od 2560x1440 921600 390484 42.37% 47.639
zlib l9-ws9 product-shelf-detail.gray4.2560x1440.bs-od 2560x1440 921600 402374 43.66% 33.633
zlib l9-ws12 product-shelf-detail.gray4.2560x1440.bs-od 2560x1440 921600 392060 42.54% 58.106
zlib l9-ws15 product-shelf-detail.gray4.2560x1440.bs-od 2560x1440 921600 385129 41.79% 205.119
zlib current product-shelf-detail.mono.2560x1440.bs-od 2560x1440 460800 316228 68.63% 28.853
zlib l9-ws9 product-shelf-detail.mono.2560x1440.bs-od 2560x1440 460800 315985 68.57% 16.224
zlib l9-ws12 product-shelf-detail.mono.2560x1440.bs-od 2560x1440 460800 314247 68.20% 24.144
zlib l9-ws15 product-shelf-detail.mono.2560x1440.bs-od 2560x1440 460800 314410 68.23% 87.827
average_ratio=47.16%

===== [71/135] heatshrink image_sources/photos/2560x1440 =====
algorithm variant file resolution input_bytes compressed_bytes ratio avg_ms
heatshrink w9-l4 foliage-high-frequency.gray16.2560x1440.bs-od 2560x1440 1843200 816382 44.29% 72.794
heatshrink w11-l5 foliage-high-frequency.gray16.2560x1440.bs-od 2560x1440 1843200 713029 38.68% 146.696
heatshrink w13-l6 foliage-high-frequency.gray16.2560x1440.bs-od 2560x1440 1843200 662949 35.97% 383.658
heatshrink w9-l4 foliage-high-frequency.gray4.2560x1440.bs-od 2560x1440 921600 540905 58.69% 43.021
heatshrink w11-l5 foliage-high-frequency.gray4.2560x1440.bs-od 2560x1440 921600 496810 53.91% 99.406
heatshrink w13-l6 foliage-high-frequency.gray4.2560x1440.bs-od 2560x1440 921600 482640 52.37% 251.593
heatshrink w9-l4 foliage-high-frequency.mono.2560x1440.bs-od 2560x1440 460800 392237 85.12% 22.993
heatshrink w11-l5 foliage-high-frequency.mono.2560x1440.bs-od 2560x1440 460800 395055 85.73% 52.345
heatshrink w13-l6 foliage-high-frequency.mono.2560x1440.bs-od 2560x1440 460800 389304 84.48% 132.645
heatshrink w9-l4 interior-room-soft-tones.gray16.2560x1440.bs-od 2560x1440 1843200 634078 34.40% 68.121
heatshrink w11-l5 interior-room-soft-tones.gray16.2560x1440.bs-od 2560x1440 1843200 536385 29.10% 148.056
heatshrink w13-l6 interior-room-soft-tones.gray16.2560x1440.bs-od 2560x1440 1843200 492055 26.70% 415.301
heatshrink w9-l4 interior-room-soft-tones.gray4.2560x1440.bs-od 2560x1440 921600 449186 48.74% 40.658
heatshrink w11-l5 interior-room-soft-tones.gray4.2560x1440.bs-od 2560x1440 921600 403778 43.81% 98.817
heatshrink w13-l6 interior-room-soft-tones.gray4.2560x1440.bs-od 2560x1440 921600 387319 42.03% 262.278
heatshrink w9-l4 interior-room-soft-tones.mono.2560x1440.bs-od 2560x1440 460800 458601 99.52% 21.702
heatshrink w11-l5 interior-room-soft-tones.mono.2560x1440.bs-od 2560x1440 460800 467263 101.40% 40.192
heatshrink w13-l6 interior-room-soft-tones.mono.2560x1440.bs-od 2560x1440 460800 458818 99.57% 95.798
heatshrink w9-l4 landscape-cloud-texture.gray16.2560x1440.bs-od 2560x1440 1843200 723698 39.26% 100.049
heatshrink w11-l5 landscape-cloud-texture.gray16.2560x1440.bs-od 2560x1440 1843200 645226 35.01% 227.906
heatshrink w13-l6 landscape-cloud-texture.gray16.2560x1440.bs-od 2560x1440 1843200 612442 33.23% 679.480
heatshrink w9-l4 landscape-cloud-texture.gray4.2560x1440.bs-od 2560x1440 921600 592766 64.32% 52.966
heatshrink w11-l5 landscape-cloud-texture.gray4.2560x1440.bs-od 2560x1440 921600 546784 59.33% 130.396
heatshrink w13-l6 landscape-cloud-texture.gray4.2560x1440.bs-od 2560x1440 921600 543773 59.00% 352.451
heatshrink w9-l4 landscape-cloud-texture.mono.2560x1440.bs-od 2560x1440 460800 470786 102.17% 21.730
heatshrink w11-l5 landscape-cloud-texture.mono.2560x1440.bs-od 2560x1440 460800 471910 102.41% 40.622
heatshrink w13-l6 landscape-cloud-texture.mono.2560x1440.bs-od 2560x1440 460800 462137 100.29% 101.492
heatshrink w9-l4 product-shelf-detail.gray16.2560x1440.bs-od 2560x1440 1843200 844492 45.82% 79.692
heatshrink w11-l5 product-shelf-detail.gray16.2560x1440.bs-od 2560x1440 1843200 759067 41.18% 167.462
heatshrink w13-l6 product-shelf-detail.gray16.2560x1440.bs-od 2560x1440 1843200 718401 38.98% 448.310
heatshrink w9-l4 product-shelf-detail.gray4.2560x1440.bs-od 2560x1440 921600 551289 59.82% 45.172
heatshrink w11-l5 product-shelf-detail.gray4.2560x1440.bs-od 2560x1440 921600 516483 56.04% 107.348
heatshrink w13-l6 product-shelf-detail.gray4.2560x1440.bs-od 2560x1440 921600 505892 54.89% 297.504
heatshrink w9-l4 product-shelf-detail.mono.2560x1440.bs-od 2560x1440 460800 396611 86.07% 27.320
heatshrink w11-l5 product-shelf-detail.mono.2560x1440.bs-od 2560x1440 460800 400086 86.82% 56.064
heatshrink w13-l6 product-shelf-detail.mono.2560x1440.bs-od 2560x1440 460800 392975 85.28% 121.320
average_ratio=61.51%

===== [72/135] g5 image_sources/photos/2560x1440 =====
algorithm variant file resolution input_bytes compressed_bytes ratio avg_ms

===== [73/135] zlib image_sources/photos/296x128 =====
algorithm variant file resolution input_bytes compressed_bytes ratio avg_ms
zlib current foliage-high-frequency.gray16.296x128.bs-od 296x128 18944 8478 44.75% 0.564
zlib l9-ws9 foliage-high-frequency.gray16.296x128.bs-od 296x128 18944 8884 46.90% 0.678
zlib l9-ws12 foliage-high-frequency.gray16.296x128.bs-od 296x128 18944 8385 44.26% 0.749
zlib l9-ws15 foliage-high-frequency.gray16.296x128.bs-od 296x128 18944 8438 44.54% 1.233
zlib current foliage-high-frequency.gray4.296x128.bs-od 296x128 9472 4716 49.79% 0.290
zlib l9-ws9 foliage-high-frequency.gray4.296x128.bs-od 296x128 9472 4593 48.49% 0.335
zlib l9-ws12 foliage-high-frequency.gray4.296x128.bs-od 296x128 9472 4663 49.23% 0.467
zlib l9-ws15 foliage-high-frequency.gray4.296x128.bs-od 296x128 9472 4701 49.63% 0.596
zlib current foliage-high-frequency.mono.296x128.bs-od 296x128 4736 3886 82.05% 0.171
zlib l9-ws9 foliage-high-frequency.mono.296x128.bs-od 296x128 4736 3836 81.00% 0.186
zlib l9-ws12 foliage-high-frequency.mono.296x128.bs-od 296x128 4736 3885 82.03% 0.119
zlib l9-ws15 foliage-high-frequency.mono.296x128.bs-od 296x128 4736 3889 82.12% 0.144
zlib current interior-room-soft-tones.gray16.296x128.bs-od 296x128 18944 6733 35.54% 0.575
zlib l9-ws9 interior-room-soft-tones.gray16.296x128.bs-od 296x128 18944 6887 36.35% 0.706
zlib l9-ws12 interior-room-soft-tones.gray16.296x128.bs-od 296x128 18944 6604 34.86% 1.136
zlib l9-ws15 interior-room-soft-tones.gray16.296x128.bs-od 296x128 18944 6676 35.24% 1.968
zlib current interior-room-soft-tones.gray4.296x128.bs-od 296x128 9472 4097 43.25% 0.300
zlib l9-ws9 interior-room-soft-tones.gray4.296x128.bs-od 296x128 9472 3979 42.01% 0.371
zlib l9-ws12 interior-room-soft-tones.gray4.296x128.bs-od 296x128 9472 4053 42.79% 0.846
zlib l9-ws15 interior-room-soft-tones.gray4.296x128.bs-od 296x128 9472 4068 42.95% 1.148
zlib current interior-room-soft-tones.mono.296x128.bs-od 296x128 4736 4241 89.55% 0.105
zlib l9-ws9 interior-room-soft-tones.mono.296x128.bs-od 296x128 4736 4232 89.36% 0.148
zlib l9-ws12 interior-room-soft-tones.mono.296x128.bs-od 296x128 4736 4241 89.55% 0.088
zlib l9-ws15 interior-room-soft-tones.mono.296x128.bs-od 296x128 4736 4241 89.55% 0.084
zlib current landscape-cloud-texture.gray16.296x128.bs-od 296x128 18944 6211 32.79% 0.698
zlib l9-ws9 landscape-cloud-texture.gray16.296x128.bs-od 296x128 18944 6368 33.61% 0.736
zlib l9-ws12 landscape-cloud-texture.gray16.296x128.bs-od 296x128 18944 6101 32.21% 1.186
zlib l9-ws15 landscape-cloud-texture.gray16.296x128.bs-od 296x128 18944 6170 32.57% 2.328
zlib current landscape-cloud-texture.gray4.296x128.bs-od 296x128 9472 4825 50.94% 0.208
zlib l9-ws9 landscape-cloud-texture.gray4.296x128.bs-od 296x128 9472 4569 48.24% 0.288
zlib l9-ws12 landscape-cloud-texture.gray4.296x128.bs-od 296x128 9472 4773 50.39% 0.208
zlib l9-ws15 landscape-cloud-texture.gray4.296x128.bs-od 296x128 9472 4825 50.94% 0.222
zlib current landscape-cloud-texture.mono.296x128.bs-od 296x128 4736 3821 80.68% 0.076
zlib l9-ws9 landscape-cloud-texture.mono.296x128.bs-od 296x128 4736 3774 79.69% 0.145
zlib l9-ws12 landscape-cloud-texture.mono.296x128.bs-od 296x128 4736 3819 80.64% 0.077
zlib l9-ws15 landscape-cloud-texture.mono.296x128.bs-od 296x128 4736 3821 80.68% 0.106
zlib current product-shelf-detail.gray16.296x128.bs-od 296x128 18944 11183 59.03% 0.618
zlib l9-ws9 product-shelf-detail.gray16.296x128.bs-od 296x128 18944 11448 60.43% 0.672
zlib l9-ws12 product-shelf-detail.gray16.296x128.bs-od 296x128 18944 11109 58.64% 0.503
zlib l9-ws15 product-shelf-detail.gray16.296x128.bs-od 296x128 18944 11183 59.03% 0.630
zlib current product-shelf-detail.gray4.296x128.bs-od 296x128 9472 5647 59.62% 0.258
zlib l9-ws9 product-shelf-detail.gray4.296x128.bs-od 296x128 9472 5562 58.72% 0.360
zlib l9-ws12 product-shelf-detail.gray4.296x128.bs-od 296x128 9472 5613 59.26% 0.344
zlib l9-ws15 product-shelf-detail.gray4.296x128.bs-od 296x128 9472 5633 59.47% 0.379
zlib current product-shelf-detail.mono.296x128.bs-od 296x128 4736 4086 86.28% 0.110
zlib l9-ws9 product-shelf-detail.mono.296x128.bs-od 296x128 4736 4047 85.45% 0.133
zlib l9-ws12 product-shelf-detail.mono.296x128.bs-od 296x128 4736 4081 86.17% 0.091
zlib l9-ws15 product-shelf-detail.mono.296x128.bs-od 296x128 4736 4081 86.17% 0.129
average_ratio=59.32%

===== [74/135] heatshrink image_sources/photos/296x128 =====
algorithm variant file resolution input_bytes compressed_bytes ratio avg_ms
heatshrink w9-l4 foliage-high-frequency.gray16.296x128.bs-od 296x128 18944 10336 54.56% 0.839
heatshrink w11-l5 foliage-high-frequency.gray16.296x128.bs-od 296x128 18944 10448 55.15% 1.720
heatshrink w13-l6 foliage-high-frequency.gray16.296x128.bs-od 296x128 18944 10751 56.75% 3.506
heatshrink w9-l4 foliage-high-frequency.gray4.296x128.bs-od 296x128 9472 5976 63.09% 0.454
heatshrink w11-l5 foliage-high-frequency.gray4.296x128.bs-od 296x128 9472 6147 64.90% 1.080
heatshrink w13-l6 foliage-high-frequency.gray4.296x128.bs-od 296x128 9472 6401 67.58% 2.713
heatshrink w9-l4 foliage-high-frequency.mono.296x128.bs-od 296x128 4736 4544 95.95% 0.237
heatshrink w11-l5 foliage-high-frequency.mono.296x128.bs-od 296x128 4736 4731 99.89% 0.682
heatshrink w13-l6 foliage-high-frequency.mono.296x128.bs-od 296x128 4736 4826 101.90% 3.286
heatshrink w9-l4 interior-room-soft-tones.gray16.296x128.bs-od 296x128 18944 7853 41.45% 0.813
heatshrink w11-l5 interior-room-soft-tones.gray16.296x128.bs-od 296x128 18944 7941 41.92% 1.799
heatshrink w13-l6 interior-room-soft-tones.gray16.296x128.bs-od 296x128 18944 8379 44.23% 3.815
heatshrink w9-l4 interior-room-soft-tones.gray4.296x128.bs-od 296x128 9472 5050 53.32% 0.499
heatshrink w11-l5 interior-room-soft-tones.gray4.296x128.bs-od 296x128 9472 5198 54.88% 1.243
heatshrink w13-l6 interior-room-soft-tones.gray4.296x128.bs-od 296x128 9472 5531 58.39% 2.363
heatshrink w9-l4 interior-room-soft-tones.mono.296x128.bs-od 296x128 4736 4926 104.01% 0.232
heatshrink w11-l5 interior-room-soft-tones.mono.296x128.bs-od 296x128 4736 5106 107.81% 0.580
heatshrink w13-l6 interior-room-soft-tones.mono.296x128.bs-od 296x128 4736 5153 108.80% 2.143
heatshrink w9-l4 landscape-cloud-texture.gray16.296x128.bs-od 296x128 18944 7736 40.84% 1.210
heatshrink w11-l5 landscape-cloud-texture.gray16.296x128.bs-od 296x128 18944 7605 40.14% 2.844
heatshrink w13-l6 landscape-cloud-texture.gray16.296x128.bs-od 296x128 18944 7911 41.76% 6.996
heatshrink w9-l4 landscape-cloud-texture.gray4.296x128.bs-od 296x128 9472 6679 70.51% 0.527
heatshrink w11-l5 landscape-cloud-texture.gray4.296x128.bs-od 296x128 9472 6643 70.13% 1.286
heatshrink w13-l6 landscape-cloud-texture.gray4.296x128.bs-od 296x128 9472 7041 74.33% 2.363
heatshrink w9-l4 landscape-cloud-texture.mono.296x128.bs-od 296x128 4736 4764 100.59% 0.220
heatshrink w11-l5 landscape-cloud-texture.mono.296x128.bs-od 296x128 4736 5058 106.80% 0.358
heatshrink w13-l6 landscape-cloud-texture.mono.296x128.bs-od 296x128 4736 5076 107.18% 0.465
heatshrink w9-l4 product-shelf-detail.gray16.296x128.bs-od 296x128 18944 13266 70.03% 1.013
heatshrink w11-l5 product-shelf-detail.gray16.296x128.bs-od 296x128 18944 13634 71.97% 1.998
heatshrink w13-l6 product-shelf-detail.gray16.296x128.bs-od 296x128 18944 14121 74.54% 3.557
heatshrink w9-l4 product-shelf-detail.gray4.296x128.bs-od 296x128 9472 6996 73.86% 0.539
heatshrink w11-l5 product-shelf-detail.gray4.296x128.bs-od 296x128 9472 7317 77.25% 1.127
heatshrink w13-l6 product-shelf-detail.gray4.296x128.bs-od 296x128 9472 7652 80.79% 1.813
heatshrink w9-l4 product-shelf-detail.mono.296x128.bs-od 296x128 4736 4645 98.08% 0.217
heatshrink w11-l5 product-shelf-detail.mono.296x128.bs-od 296x128 4736 4816 101.69% 0.381
heatshrink w13-l6 product-shelf-detail.mono.296x128.bs-od 296x128 4736 4883 103.10% 1.086
average_ratio=74.39%

===== [75/135] g5 image_sources/photos/296x128 =====
algorithm variant file resolution input_bytes compressed_bytes ratio avg_ms
g5 perplane-f128 foliage-high-frequency.gray16.296x128.bs-1bppstreams 296x128 18944 13170 69.52% 0.589
g5 perplane-f256 foliage-high-frequency.gray16.296x128.bs-1bppstreams 296x128 18944 13170 69.52% 0.562
g5 perplane-f256 foliage-high-frequency.gray4.296x128.bs-1bppstreams 296x128 9472 8870 93.64% 0.282
g5 perplane-f256 foliage-high-frequency.mono.296x128.bs-1bppstreams 296x128 4736 10448 220.61% 0.275
g5 perplane-f128 interior-room-soft-tones.gray16.296x128.bs-1bppstreams 296x128 18944 10227 53.99% 0.468
g5 perplane-f256 interior-room-soft-tones.gray16.296x128.bs-1bppstreams 296x128 18944 10227 53.99% 0.476
g5 perplane-f256 interior-room-soft-tones.gray4.296x128.bs-1bppstreams 296x128 9472 11843 125.03% 0.399
g5 perplane-f256 interior-room-soft-tones.mono.296x128.bs-1bppstreams 296x128 4736 11245 237.44% 0.296
g5 perplane-f128 landscape-cloud-texture.gray16.296x128.bs-1bppstreams 296x128 18944 16901 89.22% 0.672
g5 perplane-f256 landscape-cloud-texture.gray16.296x128.bs-1bppstreams 296x128 18944 16901 89.22% 0.638
g5 perplane-f256 landscape-cloud-texture.gray4.296x128.bs-1bppstreams 296x128 9472 23828 251.56% 0.583
g5 perplane-f256 product-shelf-detail.gray16.296x128.bs-1bppstreams 296x128 18944 18946 100.01% 0.697
g5 perplane-f256 product-shelf-detail.gray4.296x128.bs-1bppstreams 296x128 9472 11412 120.48% 0.354
g5 perplane-f256 product-shelf-detail.mono.296x128.bs-1bppstreams 296x128 4736 10437 220.38% 0.234
average_ratio=128.19%

===== [76/135] zlib image_sources/photos/400x300 =====
algorithm variant file resolution input_bytes compressed_bytes ratio avg_ms
zlib current foliage-high-frequency.gray16.400x300.bs-od 400x300 60000 22991 38.32% 2.650
zlib l9-ws9 foliage-high-frequency.gray16.400x300.bs-od 400x300 60000 24537 40.89% 2.182
zlib l9-ws12 foliage-high-frequency.gray16.400x300.bs-od 400x300 60000 22836 38.06% 3.158
zlib l9-ws15 foliage-high-frequency.gray16.400x300.bs-od 400x300 60000 22782 37.97% 9.414
zlib current foliage-high-frequency.gray4.400x300.bs-od 400x300 30000 14259 47.53% 1.255
zlib l9-ws9 foliage-high-frequency.gray4.400x300.bs-od 400x300 30000 14072 46.91% 1.090
zlib l9-ws12 foliage-high-frequency.gray4.400x300.bs-od 400x300 30000 13936 46.45% 2.097
zlib l9-ws15 foliage-high-frequency.gray4.400x300.bs-od 400x300 30000 14146 47.15% 4.950
zlib current foliage-high-frequency.mono.400x300.bs-od 400x300 15000 11480 76.53% 0.582
zlib l9-ws9 foliage-high-frequency.mono.400x300.bs-od 400x300 15000 11381 75.87% 0.593
zlib l9-ws12 foliage-high-frequency.mono.400x300.bs-od 400x300 15000 11410 76.07% 0.631
zlib l9-ws15 foliage-high-frequency.mono.400x300.bs-od 400x300 15000 11462 76.41% 1.041
zlib current interior-room-soft-tones.gray16.400x300.bs-od 400x300 60000 17523 29.20% 2.153
zlib l9-ws9 interior-room-soft-tones.gray16.400x300.bs-od 400x300 60000 18163 30.27% 2.251
zlib l9-ws12 interior-room-soft-tones.gray16.400x300.bs-od 400x300 60000 17079 28.46% 4.370
zlib l9-ws15 interior-room-soft-tones.gray16.400x300.bs-od 400x300 60000 17250 28.75% 11.705
zlib current interior-room-soft-tones.gray4.400x300.bs-od 400x300 30000 11281 37.60% 0.852
zlib l9-ws9 interior-room-soft-tones.gray4.400x300.bs-od 400x300 30000 10802 36.01% 1.279
zlib l9-ws12 interior-room-soft-tones.gray4.400x300.bs-od 400x300 30000 10921 36.40% 3.354
zlib l9-ws15 interior-room-soft-tones.gray4.400x300.bs-od 400x300 30000 11110 37.03% 7.321
zlib current interior-room-soft-tones.mono.400x300.bs-od 400x300 15000 12963 86.42% 0.367
zlib l9-ws9 interior-room-soft-tones.mono.400x300.bs-od 400x300 15000 12911 86.07% 0.487
zlib l9-ws12 interior-room-soft-tones.mono.400x300.bs-od 400x300 15000 12950 86.33% 0.297
zlib l9-ws15 interior-room-soft-tones.mono.400x300.bs-od 400x300 15000 12963 86.42% 0.378
zlib current landscape-cloud-texture.gray16.400x300.bs-od 400x300 60000 18260 30.43% 3.362
zlib l9-ws9 landscape-cloud-texture.gray16.400x300.bs-od 400x300 60000 18909 31.51% 2.480
zlib l9-ws12 landscape-cloud-texture.gray16.400x300.bs-od 400x300 60000 18053 30.09% 5.012
zlib l9-ws15 landscape-cloud-texture.gray16.400x300.bs-od 400x300 60000 17926 29.88% 18.703
zlib current landscape-cloud-texture.gray4.400x300.bs-od 400x300 30000 14737 49.12% 1.452
zlib l9-ws9 landscape-cloud-texture.gray4.400x300.bs-od 400x300 30000 14082 46.94% 1.134
zlib l9-ws12 landscape-cloud-texture.gray4.400x300.bs-od 400x300 30000 14489 48.30% 1.002
zlib l9-ws15 landscape-cloud-texture.gray4.400x300.bs-od 400x300 30000 14727 49.09% 1.657
zlib current landscape-cloud-texture.mono.400x300.bs-od 400x300 15000 11665 77.77% 0.366
zlib l9-ws9 landscape-cloud-texture.mono.400x300.bs-od 400x300 15000 11534 76.89% 0.482
zlib l9-ws12 landscape-cloud-texture.mono.400x300.bs-od 400x300 15000 11650 77.67% 0.320
zlib l9-ws15 landscape-cloud-texture.mono.400x300.bs-od 400x300 15000 11665 77.77% 0.331
zlib current product-shelf-detail.gray16.400x300.bs-od 400x300 60000 29034 48.39% 2.344
zlib l9-ws9 product-shelf-detail.gray16.400x300.bs-od 400x300 60000 29976 49.96% 2.394
zlib l9-ws12 product-shelf-detail.gray16.400x300.bs-od 400x300 60000 28698 47.83% 2.511
zlib l9-ws15 product-shelf-detail.gray16.400x300.bs-od 400x300 60000 28949 48.25% 4.969
zlib current product-shelf-detail.gray4.400x300.bs-od 400x300 30000 16303 54.34% 0.983
zlib l9-ws9 product-shelf-detail.gray4.400x300.bs-od 400x300 30000 16332 54.44% 1.181
zlib l9-ws12 product-shelf-detail.gray4.400x300.bs-od 400x300 30000 16086 53.62% 1.677
zlib l9-ws15 product-shelf-detail.gray4.400x300.bs-od 400x300 30000 16244 54.15% 3.131
zlib current product-shelf-detail.mono.400x300.bs-od 400x300 15000 12027 80.18% 0.415
zlib l9-ws9 product-shelf-detail.mono.400x300.bs-od 400x300 15000 11922 79.48% 0.575
zlib l9-ws12 product-shelf-detail.mono.400x300.bs-od 400x300 15000 11978 79.85% 0.555
zlib l9-ws15 product-shelf-detail.mono.400x300.bs-od 400x300 15000 12012 80.08% 0.784
average_ratio=54.44%

===== [77/135] heatshrink image_sources/photos/400x300 =====
algorithm variant file resolution input_bytes compressed_bytes ratio avg_ms
heatshrink w9-l4 foliage-high-frequency.gray16.400x300.bs-od 400x300 60000 28445 47.41% 2.873
heatshrink w11-l5 foliage-high-frequency.gray16.400x300.bs-od 400x300 60000 27878 46.46% 6.171
heatshrink w13-l6 foliage-high-frequency.gray16.400x300.bs-od 400x300 60000 28538 47.56% 14.957
heatshrink w9-l4 foliage-high-frequency.gray4.400x300.bs-od 400x300 30000 18061 60.20% 1.805
heatshrink w11-l5 foliage-high-frequency.gray4.400x300.bs-od 400x300 30000 18204 60.68% 4.191
heatshrink w13-l6 foliage-high-frequency.gray4.400x300.bs-od 400x300 30000 18566 61.89% 10.207
heatshrink w9-l4 foliage-high-frequency.mono.400x300.bs-od 400x300 15000 13589 90.59% 0.853
heatshrink w11-l5 foliage-high-frequency.mono.400x300.bs-od 400x300 15000 14073 93.82% 2.066
heatshrink w13-l6 foliage-high-frequency.mono.400x300.bs-od 400x300 15000 14146 94.31% 6.706
heatshrink w9-l4 interior-room-soft-tones.gray16.400x300.bs-od 400x300 60000 21527 35.88% 2.917
heatshrink w11-l5 interior-room-soft-tones.gray16.400x300.bs-od 400x300 60000 20539 34.23% 6.610
heatshrink w13-l6 interior-room-soft-tones.gray16.400x300.bs-od 400x300 60000 21115 35.19% 16.520
heatshrink w9-l4 interior-room-soft-tones.gray4.400x300.bs-od 400x300 30000 14244 47.48% 1.651
heatshrink w11-l5 interior-room-soft-tones.gray4.400x300.bs-od 400x300 30000 14049 46.83% 4.070
heatshrink w13-l6 interior-room-soft-tones.gray4.400x300.bs-od 400x300 30000 14419 48.06% 10.101
heatshrink w9-l4 interior-room-soft-tones.mono.400x300.bs-od 400x300 15000 15395 102.63% 0.764
heatshrink w11-l5 interior-room-soft-tones.mono.400x300.bs-od 400x300 15000 15971 106.47% 1.323
heatshrink w13-l6 interior-room-soft-tones.mono.400x300.bs-od 400x300 15000 16005 106.70% 4.071
heatshrink w9-l4 landscape-cloud-texture.gray16.400x300.bs-od 400x300 60000 23071 38.45% 4.324
heatshrink w11-l5 landscape-cloud-texture.gray16.400x300.bs-od 400x300 60000 22269 37.11% 10.600
heatshrink w13-l6 landscape-cloud-texture.gray16.400x300.bs-od 400x300 60000 22543 37.57% 27.732
heatshrink w9-l4 landscape-cloud-texture.gray4.400x300.bs-od 400x300 30000 20240 67.47% 1.852
heatshrink w11-l5 landscape-cloud-texture.gray4.400x300.bs-od 400x300 30000 19928 66.43% 4.575
heatshrink w13-l6 landscape-cloud-texture.gray4.400x300.bs-od 400x300 30000 20242 67.47% 10.732
heatshrink w9-l4 landscape-cloud-texture.mono.400x300.bs-od 400x300 15000 14734 98.23% 0.639
heatshrink w11-l5 landscape-cloud-texture.mono.400x300.bs-od 400x300 15000 15555 103.70% 1.275
heatshrink w13-l6 landscape-cloud-texture.mono.400x300.bs-od 400x300 15000 15422 102.81% 2.696
