
===== [1/135] zlib image_sources/generated/1024x576 =====
algorithm variant file resolution input_bytes compressed_bytes ratio avg_ms
zlib l9-ws15 menu-board-text-heavy.gray4.296x128.bs-od 296x128 9472 2658 28.06% 2.289
zlib current menu-board-text-heavy.mono.296x128.bs-od 296x128 4736 1148 24.24% 0.130
zlib l9-ws9 menu-board-text-heavy.mono.296x128.bs-od 296x128 4736 1133 23.92% 0.269
zlib l9-ws12 menu-board-text-heavy.mono.296x128.bs-od 296x128 4736 1085 22.91% 0.968
zlib l9-ws15 menu-board-text-heavy.mono.296x128.bs-od 296x128 4736 1085 22.91% 1.016
zlib current price-label-barcode-layout.gray16.296x128.bs-od 296x128 18944 1238 6.54% 0.104
zlib l9-ws9 price-label-barcode-layout.gray16.296x128.bs-od 296x128 18944 1307 6.90% 0.557
zlib l9-ws12 price-label-barcode-layout.gray16.296x128.bs-od 296x128 18944 1188 6.27% 0.680
zlib l9-ws15 price-label-barcode-layout.gray16.296x128.bs-od 296x128 18944 1196 6.31% 0.660
zlib current price-label-barcode-layout.gray4.296x128.bs-od 296x128 9472 1001 10.57% 0.048
zlib l9-ws9 price-label-barcode-layout.gray4.296x128.bs-od 296x128 9472 1065 11.24% 0.256
zlib l9-ws12 price-label-barcode-layout.gray4.296x128.bs-od 296x128 9472 972 10.26% 0.619
zlib l9-ws15 price-label-barcode-layout.gray4.296x128.bs-od 296x128 9472 975 10.29% 0.665
zlib current price-label-barcode-layout.mono.296x128.bs-od 296x128 4736 588 12.42% 0.065
zlib l9-ws9 price-label-barcode-layout.mono.296x128.bs-od 296x128 4736 580 12.25% 0.149
zlib l9-ws12 price-label-barcode-layout.mono.296x128.bs-od 296x128 4736 571 12.06% 0.270
zlib l9-ws15 price-label-barcode-layout.mono.296x128.bs-od 296x128 4736 571 12.06% 0.306
zlib current price-tag-electronics-promo.gray16.296x128.bs-od 296x128 18944 1594 8.41% 0.109
zlib l9-ws9 price-tag-electronics-promo.gray16.296x128.bs-od 296x128 18944 1602 8.46% 0.513
zlib l9-ws12 price-tag-electronics-promo.gray16.296x128.bs-od 296x128 18944 1537 8.11% 0.779
zlib l9-ws15 price-tag-electronics-promo.gray16.296x128.bs-od 296x128 18944 1544 8.15% 0.809
zlib current price-tag-electronics-promo.gray4.296x128.bs-od 296x128 9472 1198 12.65% 0.053
zlib l9-ws9 price-tag-electronics-promo.gray4.296x128.bs-od 296x128 9472 1194 12.61% 0.276
zlib l9-ws12 price-tag-electronics-promo.gray4.296x128.bs-od 296x128 9472 1167 12.32% 0.420
zlib l9-ws15 price-tag-electronics-promo.gray4.296x128.bs-od 296x128 9472 1167 12.32% 0.470
zlib current price-tag-electronics-promo.mono.296x128.bs-od 296x128 4736 893 18.86% 0.068
zlib l9-ws9 price-tag-electronics-promo.mono.296x128.bs-od 296x128 4736 877 18.52% 0.153
zlib l9-ws12 price-tag-electronics-promo.mono.296x128.bs-od 296x128 4736 884 18.67% 0.307
zlib l9-ws15 price-tag-electronics-promo.mono.296x128.bs-od 296x128 4736 884 18.67% 0.356
zlib current price-tag-grocery-shelf.gray16.296x128.bs-od 296x128 18944 4602 24.29% 0.627
zlib l9-ws9 price-tag-grocery-shelf.gray16.296x128.bs-od 296x128 18944 4820 25.44% 0.671
zlib l9-ws12 price-tag-grocery-shelf.gray16.296x128.bs-od 296x128 18944 4494 23.72% 1.193
zlib l9-ws15 price-tag-grocery-shelf.gray16.296x128.bs-od 296x128 18944 4526 23.89% 2.148
zlib current price-tag-grocery-shelf.gray4.296x128.bs-od 296x128 9472 2197 23.19% 0.200
zlib l9-ws9 price-tag-grocery-shelf.gray4.296x128.bs-od 296x128 9472 2154 22.74% 0.439
zlib l9-ws12 price-tag-grocery-shelf.gray4.296x128.bs-od 296x128 9472 2110 22.28% 1.391
zlib l9-ws15 price-tag-grocery-shelf.gray4.296x128.bs-od 296x128 9472 2120 22.38% 1.843
zlib current price-tag-grocery-shelf.mono.296x128.bs-od 296x128 4736 1098 23.18% 0.080
zlib l9-ws9 price-tag-grocery-shelf.mono.296x128.bs-od 296x128 4736 1050 22.17% 0.219
zlib l9-ws12 price-tag-grocery-shelf.mono.296x128.bs-od 296x128 4736 1070 22.59% 0.795
zlib l9-ws15 price-tag-grocery-shelf.mono.296x128.bs-od 296x128 4736 1070 22.59% 0.859
zlib current price-tag-warehouse-markdown.gray16.296x128.bs-od 296x128 18944 1715 9.05% 0.121
zlib l9-ws9 price-tag-warehouse-markdown.gray16.296x128.bs-od 296x128 18944 1831 9.67% 0.604
zlib l9-ws12 price-tag-warehouse-markdown.gray16.296x128.bs-od 296x128 18944 1635 8.63% 0.650
zlib l9-ws15 price-tag-warehouse-markdown.gray16.296x128.bs-od 296x128 18944 1646 8.69% 0.801
zlib current price-tag-warehouse-markdown.gray4.296x128.bs-od 296x128 9472 1249 13.19% 0.094
zlib l9-ws9 price-tag-warehouse-markdown.gray4.296x128.bs-od 296x128 9472 1232 13.01% 0.264
zlib l9-ws12 price-tag-warehouse-markdown.gray4.296x128.bs-od 296x128 9472 1183 12.49% 0.513
zlib l9-ws15 price-tag-warehouse-markdown.gray4.296x128.bs-od 296x128 9472 1186 12.52% 0.603
zlib current price-tag-warehouse-markdown.mono.296x128.bs-od 296x128 4736 1314 27.74% 0.072
zlib l9-ws9 price-tag-warehouse-markdown.mono.296x128.bs-od 296x128 4736 1304 27.53% 0.177
zlib l9-ws12 price-tag-warehouse-markdown.mono.296x128.bs-od 296x128 4736 1294 27.32% 0.374
zlib l9-ws15 price-tag-warehouse-markdown.mono.296x128.bs-od 296x128 4736 1294 27.32% 0.378
zlib current status-panel-large-numbers.gray16.296x128.bs-od 296x128 18944 3750 19.80% 0.499
zlib l9-ws9 status-panel-large-numbers.gray16.296x128.bs-od 296x128 18944 4266 22.52% 0.656
zlib l9-ws12 status-panel-large-numbers.gray16.296x128.bs-od 296x128 18944 3662 19.33% 1.042
zlib l9-ws15 status-panel-large-numbers.gray16.296x128.bs-od 296x128 18944 3698 19.52% 2.038
zlib current status-panel-large-numbers.gray4.296x128.bs-od 296x128 9472 2551 26.93% 0.323
zlib l9-ws9 status-panel-large-numbers.gray4.296x128.bs-od 296x128 9472 2494 26.33% 0.424
zlib l9-ws12 status-panel-large-numbers.gray4.296x128.bs-od 296x128 9472 2470 26.08% 1.752
zlib l9-ws15 status-panel-large-numbers.gray4.296x128.bs-od 296x128 9472 2486 26.25% 2.291
zlib current status-panel-large-numbers.mono.296x128.bs-od 296x128 4736 1220 25.76% 0.142
zlib l9-ws9 status-panel-large-numbers.mono.296x128.bs-od 296x128 4736 1183 24.98% 0.268
zlib l9-ws12 status-panel-large-numbers.mono.296x128.bs-od 296x128 4736 1191 25.15% 1.173
zlib l9-ws15 status-panel-large-numbers.mono.296x128.bs-od 296x128 4736 1191 25.15% 1.246
zlib current text-glyph-density-grid.gray16.296x128.bs-od 296x128 18944 6093 32.16% 0.654
zlib l9-ws9 text-glyph-density-grid.gray16.296x128.bs-od 296x128 18944 6087 32.13% 0.705
zlib l9-ws12 text-glyph-density-grid.gray16.296x128.bs-od 296x128 18944 6017 31.76% 0.872
zlib l9-ws15 text-glyph-density-grid.gray16.296x128.bs-od 296x128 18944 6069 32.04% 1.518
zlib current text-glyph-density-grid.gray4.296x128.bs-od 296x128 9472 3265 34.47% 0.282
zlib l9-ws9 text-glyph-density-grid.gray4.296x128.bs-od 296x128 9472 3151 33.27% 0.444
zlib l9-ws12 text-glyph-density-grid.gray4.296x128.bs-od 296x128 9472 3198 33.76% 1.353
zlib l9-ws15 text-glyph-density-grid.gray4.296x128.bs-od 296x128 9472 3203 33.82% 2.004
zlib current text-glyph-density-grid.mono.296x128.bs-od 296x128 4736 1367 28.86% 0.096
zlib l9-ws9 text-glyph-density-grid.mono.296x128.bs-od 296x128 4736 1337 28.23% 0.186
zlib l9-ws12 text-glyph-density-grid.mono.296x128.bs-od 296x128 4736 1322 27.91% 0.533
zlib l9-ws15 text-glyph-density-grid.mono.296x128.bs-od 296x128 4736 1323 27.93% 0.591
average_ratio=18.75%

===== [29/135] heatshrink image_sources/generated/296x128 =====
algorithm variant file resolution input_bytes compressed_bytes ratio avg_ms
heatshrink w9-l4 dashboard-mixed-density.gray16.296x128.bs-od 296x128 18944 3780 19.95% 0.575
heatshrink w11-l5 dashboard-mixed-density.gray16.296x128.bs-od 296x128 18944 3191 16.84% 1.484
heatshrink w13-l6 dashboard-mixed-density.gray16.296x128.bs-od 296x128 18944 3014 15.91% 3.456
heatshrink w9-l4 dashboard-mixed-density.gray4.296x128.bs-od 296x128 9472 2267 23.93% 0.323
heatshrink w11-l5 dashboard-mixed-density.gray4.296x128.bs-od 296x128 9472 2096 22.13% 0.766
heatshrink w13-l6 dashboard-mixed-density.gray4.296x128.bs-od 296x128 9472 2161 22.81% 1.568
heatshrink w9-l4 dashboard-mixed-density.mono.296x128.bs-od 296x128 4736 1067 22.53% 0.099
heatshrink w11-l5 dashboard-mixed-density.mono.296x128.bs-od 296x128 4736 996 21.03% 0.254
heatshrink w13-l6 dashboard-mixed-density.mono.296x128.bs-od 296x128 4736 1035 21.85% 0.332
heatshrink w9-l4 floorplan-thin-lines.gray16.296x128.bs-od 296x128 18944 2676 14.13% 0.249
heatshrink w11-l5 floorplan-thin-lines.gray16.296x128.bs-od 296x128 18944 1947 10.28% 0.642
heatshrink w13-l6 floorplan-thin-lines.gray16.296x128.bs-od 296x128 18944 1558 8.22% 1.786
heatshrink w9-l4 floorplan-thin-lines.gray4.296x128.bs-od 296x128 9472 1416 14.95% 0.167
heatshrink w11-l5 floorplan-thin-lines.gray4.296x128.bs-od 296x128 9472 1057 11.16% 0.393
heatshrink w13-l6 floorplan-thin-lines.gray4.296x128.bs-od 296x128 9472 920 9.71% 0.670
heatshrink w9-l4 floorplan-thin-lines.mono.296x128.bs-od 296x128 4736 735 15.52% 0.072
heatshrink w11-l5 floorplan-thin-lines.mono.296x128.bs-od 296x128 4736 603 12.73% 0.196
heatshrink w13-l6 floorplan-thin-lines.mono.296x128.bs-od 296x128 4736 577 12.18% 0.292
heatshrink w9-l4 menu-board-text-heavy.gray16.296x128.bs-od 296x128 18944 6305 33.28% 1.170
heatshrink w11-l5 menu-board-text-heavy.gray16.296x128.bs-od 296x128 18944 6075 32.07% 2.954
heatshrink w13-l6 menu-board-text-heavy.gray16.296x128.bs-od 296x128 18944 5971 31.52% 8.086
heatshrink w9-l4 menu-board-text-heavy.gray4.296x128.bs-od 296x128 9472 3254 34.35% 0.478
heatshrink w11-l5 menu-board-text-heavy.gray4.296x128.bs-od 296x128 9472 3123 32.97% 1.208
heatshrink w13-l6 menu-board-text-heavy.gray4.296x128.bs-od 296x128 9472 3240 34.21% 2.546
heatshrink w9-l4 menu-board-text-heavy.mono.296x128.bs-od 296x128 4736 1303 27.51% 0.177
heatshrink w11-l5 menu-board-text-heavy.mono.296x128.bs-od 296x128 4736 1220 25.76% 0.419
heatshrink w13-l6 menu-board-text-heavy.mono.296x128.bs-od 296x128 4736 1286 27.15% 0.520
heatshrink w9-l4 price-label-barcode-layout.gray16.296x128.bs-od 296x128 18944 2971 15.68% 0.186
heatshrink w11-l5 price-label-barcode-layout.gray16.296x128.bs-od 296x128 18944 2226 11.75% 0.537
heatshrink w13-l6 price-label-barcode-layout.gray16.296x128.bs-od 296x128 18944 1817 9.59% 1.134
heatshrink w9-l4 price-label-barcode-layout.gray4.296x128.bs-od 296x128 9472 1760 18.58% 0.106
heatshrink w11-l5 price-label-barcode-layout.gray4.296x128.bs-od 296x128 9472 1411 14.90% 0.322
heatshrink w13-l6 price-label-barcode-layout.gray4.296x128.bs-od 296x128 9472 1258 13.28% 0.775
heatshrink w9-l4 price-label-barcode-layout.mono.296x128.bs-od 296x128 4736 875 18.48% 0.072
heatshrink w11-l5 price-label-barcode-layout.mono.296x128.bs-od 296x128 4736 736 15.54% 0.155
heatshrink w13-l6 price-label-barcode-layout.mono.296x128.bs-od 296x128 4736 711 15.01% 0.311
heatshrink w9-l4 price-tag-electronics-promo.gray16.296x128.bs-od 296x128 18944 3265 17.24% 0.210
heatshrink w11-l5 price-tag-electronics-promo.gray16.296x128.bs-od 296x128 18944 2595 13.70% 0.605
heatshrink w13-l6 price-tag-electronics-promo.gray16.296x128.bs-od 296x128 18944 2215 11.69% 1.392
heatshrink w9-l4 price-tag-electronics-promo.gray4.296x128.bs-od 296x128 9472 1926 20.33% 0.127
heatshrink w11-l5 price-tag-electronics-promo.gray4.296x128.bs-od 296x128 9472 1628 17.19% 0.359
heatshrink w13-l6 price-tag-electronics-promo.gray4.296x128.bs-od 296x128 9472 1485 15.68% 0.752
heatshrink w9-l4 price-tag-electronics-promo.mono.296x128.bs-od 296x128 4736 1170 24.70% 0.060
heatshrink w11-l5 price-tag-electronics-promo.mono.296x128.bs-od 296x128 4736 1067 22.53% 0.176
heatshrink w13-l6 price-tag-electronics-promo.mono.296x128.bs-od 296x128 4736 1049 22.15% 0.541
heatshrink w9-l4 price-tag-grocery-shelf.gray16.296x128.bs-od 296x128 18944 5602 29.57% 1.243
heatshrink w11-l5 price-tag-grocery-shelf.gray16.296x128.bs-od 296x128 18944 5436 28.70% 3.201
heatshrink w13-l6 price-tag-grocery-shelf.gray16.296x128.bs-od 296x128 18944 5438 28.71% 8.619
heatshrink w9-l4 price-tag-grocery-shelf.gray4.296x128.bs-od 296x128 9472 2540 26.82% 0.340
heatshrink w11-l5 price-tag-grocery-shelf.gray4.296x128.bs-od 296x128 9472 2406 25.40% 0.889
heatshrink w13-l6 price-tag-grocery-shelf.gray4.296x128.bs-od 296x128 9472 2529 26.70% 2.172
heatshrink w9-l4 price-tag-grocery-shelf.mono.296x128.bs-od 296x128 4736 1272 26.86% 0.125
heatshrink w11-l5 price-tag-grocery-shelf.mono.296x128.bs-od 296x128 4736 1201 25.36% 0.402
heatshrink w13-l6 price-tag-grocery-shelf.mono.296x128.bs-od 296x128 4736 1266 26.73% 1.013
heatshrink w9-l4 price-tag-warehouse-markdown.gray16.296x128.bs-od 296x128 18944 3394 17.92% 0.254
heatshrink w11-l5 price-tag-warehouse-markdown.gray16.296x128.bs-od 296x128 18944 2692 14.21% 0.610
heatshrink w13-l6 price-tag-warehouse-markdown.gray16.296x128.bs-od 296x128 18944 2285 12.06% 1.358
heatshrink w9-l4 price-tag-warehouse-markdown.gray4.296x128.bs-od 296x128 9472 1962 20.71% 0.118
heatshrink w11-l5 price-tag-warehouse-markdown.gray4.296x128.bs-od 296x128 9472 1639 17.30% 0.327
heatshrink w13-l6 price-tag-warehouse-markdown.gray4.296x128.bs-od 296x128 9472 1489 15.72% 0.751
heatshrink w9-l4 price-tag-warehouse-markdown.mono.296x128.bs-od 296x128 4736 1534 32.39% 0.104
heatshrink w11-l5 price-tag-warehouse-markdown.mono.296x128.bs-od 296x128 4736 1441 30.43% 0.288
heatshrink w13-l6 price-tag-warehouse-markdown.mono.296x128.bs-od 296x128 4736 1503 31.74% 1.050
heatshrink w9-l4 status-panel-large-numbers.gray16.296x128.bs-od 296x128 18944 4891 25.82% 0.969
heatshrink w11-l5 status-panel-large-numbers.gray16.296x128.bs-od 296x128 18944 4573 24.14% 2.380
heatshrink w13-l6 status-panel-large-numbers.gray16.296x128.bs-od 296x128 18944 4508 23.80% 6.971
heatshrink w9-l4 status-panel-large-numbers.gray4.296x128.bs-od 296x128 9472 3056 32.26% 0.531
heatshrink w11-l5 status-panel-large-numbers.gray4.296x128.bs-od 296x128 9472 2941 31.05% 1.332
heatshrink w13-l6 status-panel-large-numbers.gray4.296x128.bs-od 296x128 9472 3128 33.02% 2.856
heatshrink w9-l4 status-panel-large-numbers.mono.296x128.bs-od 296x128 4736 1399 29.54% 0.203
heatshrink w11-l5 status-panel-large-numbers.mono.296x128.bs-od 296x128 4736 1408 29.73% 0.574
heatshrink w13-l6 status-panel-large-numbers.mono.296x128.bs-od 296x128 4736 1530 32.31% 0.869
heatshrink w9-l4 text-glyph-density-grid.gray16.296x128.bs-od 296x128 18944 7959 42.01% 1.181
heatshrink w11-l5 text-glyph-density-grid.gray16.296x128.bs-od 296x128 18944 7803 41.19% 3.217
heatshrink w13-l6 text-glyph-density-grid.gray16.296x128.bs-od 296x128 18944 7743 40.87% 8.362
heatshrink w9-l4 text-glyph-density-grid.gray4.296x128.bs-od 296x128 9472 4158 43.90% 0.548
heatshrink w11-l5 text-glyph-density-grid.gray4.296x128.bs-od 296x128 9472 4045 42.70% 1.704
heatshrink w13-l6 text-glyph-density-grid.gray4.296x128.bs-od 296x128 9472 4199 44.33% 3.164
heatshrink w9-l4 text-glyph-density-grid.mono.296x128.bs-od 296x128 4736 1779 37.56% 0.187
heatshrink w11-l5 text-glyph-density-grid.mono.296x128.bs-od 296x128 4736 1640 34.63% 0.516
heatshrink w13-l6 text-glyph-density-grid.mono.296x128.bs-od 296x128 4736 1745 36.85% 0.738
average_ratio=23.90%

===== [30/135] g5 image_sources/generated/296x128 =====
algorithm variant file resolution input_bytes compressed_bytes ratio avg_ms
g5 perplane-f256 dashboard-mixed-density.gray16.296x128.bs-1bppstreams 296x128 18944 5799 30.61% 0.221
g5 perplane-f256 dashboard-mixed-density.gray4.296x128.bs-1bppstreams 296x128 9472 3243 34.24% 0.104
g5 perplane-f128 dashboard-mixed-density.mono.296x128.bs-1bppstreams 296x128 4736 1242 26.22% 0.040
g5 perplane-f256 dashboard-mixed-density.mono.296x128.bs-1bppstreams 296x128 4736 1242 26.22% 0.046
g5 virtual-f64 floorplan-thin-lines.gray16.296x128.bs-1bppstreams 296x128 18944 1674 8.84% 0.140
g5 perplane-f128 floorplan-thin-lines.gray16.296x128.bs-1bppstreams 296x128 18944 1695 8.95% 0.153
g5 perplane-f256 floorplan-thin-lines.gray16.296x128.bs-1bppstreams 296x128 18944 1695 8.95% 0.141
g5 virtual-f64 floorplan-thin-lines.gray4.296x128.bs-1bppstreams 296x128 9472 911 9.62% 0.076
g5 perplane-f128 floorplan-thin-lines.gray4.296x128.bs-1bppstreams 296x128 9472 921 9.72% 0.061
g5 perplane-f256 floorplan-thin-lines.gray4.296x128.bs-1bppstreams 296x128 9472 921 9.72% 0.068
g5 perplane-f128 floorplan-thin-lines.mono.296x128.bs-1bppstreams 296x128 4736 624 13.18% 0.045
g5 perplane-f256 floorplan-thin-lines.mono.296x128.bs-1bppstreams 296x128 4736 624 13.18% 0.045
g5 perplane-f256 menu-board-text-heavy.gray16.296x128.bs-1bppstreams 296x128 18944 11740 61.97% 0.333
g5 perplane-f256 menu-board-text-heavy.gray4.296x128.bs-1bppstreams 296x128 9472 6156 64.99% 0.146
g5 perplane-f128 menu-board-text-heavy.mono.296x128.bs-1bppstreams 296x128 4736 1956 41.30% 0.046
g5 perplane-f256 menu-board-text-heavy.mono.296x128.bs-1bppstreams 296x128 4736 1956 41.30% 0.047
g5 perplane-f256 price-label-barcode-layout.gray16.296x128.bs-1bppstreams 296x128 18944 4389 23.17% 0.194
g5 perplane-f256 price-label-barcode-layout.gray4.296x128.bs-1bppstreams 296x128 9472 2663 28.11% 0.114
g5 perplane-f128 price-label-barcode-layout.mono.296x128.bs-1bppstreams 296x128 4736 948 20.02% 0.047
g5 perplane-f256 price-label-barcode-layout.mono.296x128.bs-1bppstreams 296x128 4736 948 20.02% 0.050
g5 virtual-f64 price-tag-electronics-promo.gray16.296x128.bs-1bppstreams 296x128 18944 2566 13.55% 0.175
g5 perplane-f128 price-tag-electronics-promo.gray16.296x128.bs-1bppstreams 296x128 18944 2586 13.65% 0.207
g5 perplane-f256 price-tag-electronics-promo.gray16.296x128.bs-1bppstreams 296x128 18944 2586 13.65% 0.174
g5 perplane-f128 price-tag-electronics-promo.gray4.296x128.bs-1bppstreams 296x128 9472 1751 18.49% 0.080
g5 perplane-f256 price-tag-electronics-promo.gray4.296x128.bs-1bppstreams 296x128 9472 1751 18.49% 0.089
g5 perplane-f128 price-tag-electronics-promo.mono.296x128.bs-1bppstreams 296x128 4736 1307 27.60% 0.057
g5 perplane-f256 price-tag-electronics-promo.mono.296x128.bs-1bppstreams 296x128 4736 1307 27.60% 0.059
g5 perplane-f256 price-tag-grocery-shelf.gray16.296x128.bs-1bppstreams 296x128 18944 10057 53.09% 0.395
g5 perplane-f128 price-tag-grocery-shelf.gray4.296x128.bs-1bppstreams 296x128 9472 4269 45.07% 0.120
g5 perplane-f256 price-tag-grocery-shelf.gray4.296x128.bs-1bppstreams 296x128 9472 4269 45.07% 0.140
g5 perplane-f128 price-tag-grocery-shelf.mono.296x128.bs-1bppstreams 296x128 4736 1361 28.74% 0.042
g5 perplane-f256 price-tag-grocery-shelf.mono.296x128.bs-1bppstreams 296x128 4736 1361 28.74% 0.046
g5 perplane-f128 price-tag-warehouse-markdown.gray16.296x128.bs-1bppstreams 296x128 18944 2864 15.12% 0.182
g5 perplane-f256 price-tag-warehouse-markdown.gray16.296x128.bs-1bppstreams 296x128 18944 2864 15.12% 0.226
g5 perplane-f128 price-tag-warehouse-markdown.gray4.296x128.bs-1bppstreams 296x128 9472 1875 19.80% 0.119
g5 perplane-f256 price-tag-warehouse-markdown.gray4.296x128.bs-1bppstreams 296x128 9472 1875 19.80% 0.126
g5 perplane-f128 price-tag-warehouse-markdown.mono.296x128.bs-1bppstreams 296x128 4736 2139 45.16% 0.057
g5 perplane-f256 price-tag-warehouse-markdown.mono.296x128.bs-1bppstreams 296x128 4736 2139 45.16% 0.057
g5 perplane-f256 status-panel-large-numbers.gray16.296x128.bs-1bppstreams 296x128 18944 9514 50.22% 0.269
g5 perplane-f256 status-panel-large-numbers.gray4.296x128.bs-1bppstreams 296x128 9472 5144 54.31% 0.140
g5 virtual-f64 status-panel-large-numbers.mono.296x128.bs-1bppstreams 296x128 4736 1740 36.74% 0.049
g5 perplane-f128 status-panel-large-numbers.mono.296x128.bs-1bppstreams 296x128 4736 1744 36.82% 0.045
g5 perplane-f256 status-panel-large-numbers.mono.296x128.bs-1bppstreams 296x128 4736 1744 36.82% 0.066
g5 perplane-f256 text-glyph-density-grid.gray16.296x128.bs-1bppstreams 296x128 18944 13998 73.89% 0.388
g5 perplane-f256 text-glyph-density-grid.gray4.296x128.bs-1bppstreams 296x128 9472 7013 74.04% 0.172
g5 perplane-f128 text-glyph-density-grid.mono.296x128.bs-1bppstreams 296x128 4736 2416 51.01% 0.057
g5 perplane-f256 text-glyph-density-grid.mono.296x128.bs-1bppstreams 296x128 4736 2416 51.01% 0.058
average_ratio=31.04%

===== [31/135] zlib image_sources/generated/400x300 =====
algorithm variant file resolution input_bytes compressed_bytes ratio avg_ms
zlib current dashboard-mixed-density.gray16.400x300.bs-od 400x300 60000 7247 12.08% 0.914
zlib l9-ws9 dashboard-mixed-density.gray16.400x300.bs-od 400x300 60000 8076 13.46% 1.957
zlib l9-ws12 dashboard-mixed-density.gray16.400x300.bs-od 400x300 60000 6908 11.51% 3.236
zlib l9-ws15 dashboard-mixed-density.gray16.400x300.bs-od 400x300 60000 7007 11.68% 5.112
zlib current dashboard-mixed-density.gray4.400x300.bs-od 400x300 30000 4738 15.79% 0.516
zlib l9-ws9 dashboard-mixed-density.gray4.400x300.bs-od 400x300 30000 4896 16.32% 1.163
zlib l9-ws12 dashboard-mixed-density.gray4.400x300.bs-od 400x300 30000 4513 15.04% 3.234
zlib l9-ws15 dashboard-mixed-density.gray4.400x300.bs-od 400x300 30000 4553 15.18% 4.466
zlib current dashboard-mixed-density.mono.400x300.bs-od 400x300 15000 2211 14.74% 0.203
zlib l9-ws9 dashboard-mixed-density.mono.400x300.bs-od 400x300 15000 2140 14.27% 0.611
zlib l9-ws12 dashboard-mixed-density.mono.400x300.bs-od 400x300 15000 2106 14.04% 2.424
zlib l9-ws15 dashboard-mixed-density.mono.400x300.bs-od 400x300 15000 2114 14.09% 3.199
zlib current floorplan-thin-lines.gray16.400x300.bs-od 400x300 60000 3120 5.20% 0.299
zlib l9-ws9 floorplan-thin-lines.gray16.400x300.bs-od 400x300 60000 2881 4.80% 1.824
zlib l9-ws12 floorplan-thin-lines.gray16.400x300.bs-od 400x300 60000 2651 4.42% 3.459
zlib l9-ws15 floorplan-thin-lines.gray16.400x300.bs-od 400x300 60000 2660 4.43% 3.557
zlib current floorplan-thin-lines.gray4.400x300.bs-od 400x300 30000 1929 6.43% 0.265
zlib l9-ws9 floorplan-thin-lines.gray4.400x300.bs-od 400x300 30000 1786 5.95% 1.038
zlib l9-ws12 floorplan-thin-lines.gray4.400x300.bs-od 400x300 30000 1693 5.64% 2.801
zlib l9-ws15 floorplan-thin-lines.gray4.400x300.bs-od 400x300 30000 1694 5.65% 3.466
zlib current floorplan-thin-lines.mono.400x300.bs-od 400x300 15000 1079 7.19% 0.151
zlib l9-ws9 floorplan-thin-lines.mono.400x300.bs-od 400x300 15000 1045 6.97% 0.509
zlib l9-ws12 floorplan-thin-lines.mono.400x300.bs-od 400x300 15000 1000 6.67% 1.814
zlib l9-ws15 floorplan-thin-lines.mono.400x300.bs-od 400x300 15000 998 6.65% 2.258
zlib current menu-board-text-heavy.gray16.400x300.bs-od 400x300 60000 13760 22.93% 1.971
zlib l9-ws9 menu-board-text-heavy.gray16.400x300.bs-od 400x300 60000 14115 23.52% 1.958
zlib l9-ws12 menu-board-text-heavy.gray16.400x300.bs-od 400x300 60000 13755 22.93% 3.127
zlib l9-ws15 menu-board-text-heavy.gray16.400x300.bs-od 400x300 60000 13554 22.59% 12.548
zlib current menu-board-text-heavy.gray4.400x300.bs-od 400x300 30000 7454 24.85% 0.900
zlib l9-ws9 menu-board-text-heavy.gray4.400x300.bs-od 400x300 30000 7537 25.12% 1.187
zlib l9-ws12 menu-board-text-heavy.gray4.400x300.bs-od 400x300 30000 7376 24.59% 3.356
zlib l9-ws15 menu-board-text-heavy.gray4.400x300.bs-od 400x300 30000 7276 24.25% 7.485
zlib current menu-board-text-heavy.mono.400x300.bs-od 400x300 15000 3336 22.24% 0.355
zlib l9-ws9 menu-board-text-heavy.mono.400x300.bs-od 400x300 15000 3326 22.17% 0.725
zlib l9-ws12 menu-board-text-heavy.mono.400x300.bs-od 400x300 15000 3164 21.09% 3.091
zlib l9-ws15 menu-board-text-heavy.mono.400x300.bs-od 400x300 15000 3171 21.14% 4.524
zlib current price-label-barcode-layout.gray16.400x300.bs-od 400x300 60000 3146 5.24% 0.371
zlib l9-ws9 price-label-barcode-layout.gray16.400x300.bs-od 400x300 60000 3610 6.02% 1.647
zlib l9-ws12 price-label-barcode-layout.gray16.400x300.bs-od 400x300 60000 2998 5.00% 1.681
zlib l9-ws15 price-label-barcode-layout.gray16.400x300.bs-od 400x300 60000 3025 5.04% 1.881
zlib current price-label-barcode-layout.gray4.400x300.bs-od 400x300 30000 2445 8.15% 0.146
zlib l9-ws9 price-label-barcode-layout.gray4.400x300.bs-od 400x300 30000 2869 9.56% 0.837
zlib l9-ws12 price-label-barcode-layout.gray4.400x300.bs-od 400x300 30000 2383 7.94% 0.998
zlib l9-ws15 price-label-barcode-layout.gray4.400x300.bs-od 400x300 30000 2395 7.98% 1.086
zlib current price-label-barcode-layout.mono.400x300.bs-od 400x300 15000 1169 7.79% 0.069
zlib l9-ws9 price-label-barcode-layout.mono.400x300.bs-od 400x300 15000 1144 7.63% 0.442
zlib l9-ws12 price-label-barcode-layout.mono.400x300.bs-od 400x300 15000 1127 7.51% 0.715
zlib l9-ws15 price-label-barcode-layout.mono.400x300.bs-od 400x300 15000 1131 7.54% 0.842
zlib current price-tag-electronics-promo.gray16.400x300.bs-od 400x300 60000 3602 6.00% 0.280
zlib l9-ws9 price-tag-electronics-promo.gray16.400x300.bs-od 400x300 60000 3754 6.26% 1.629
